aplikasi,fold,text,true,pred,status
Tokopedia,4,"JGN MAU BELANJA DI SINI KARNA MENANGAN NYA PERIHAL PENGEMBALIAN BRG SANGAT SANGAT LAMA SEKALI,DAN CUSTOMER SERVICES SANGAT SANGAT TIDAK MENGHARGAI CUSTOMER ALIAS DI CUEKIN,,,,,,,,,,",negatif,negatif,BENAR
Tokopedia,4,bagus,positif,positif,BENAR
Tokopedia,4,"Makin parah, mungkin karena sudah diakusisi y? pengiriman makin lambat, pilihan barang makin dikit, gak ada gratis2nya ato potongan ongkir. Silakan pertimbangkan sendiri.",negatif,negatif,BENAR
Tokopedia,4,mantap,positif,positif,BENAR
Tokopedia,4,"Hasil penjualan dipotong biaya power merchant. Tidak bisa hapus chat penjual, tapi chat pembeli hilang sendiri semua.",negatif,negatif,BENAR
Tokopedia,4,pelayanan bagus,positif,positif,BENAR
Tokopedia,4,mantap boss,positif,positif,BENAR
Tokopedia,4,terima kasih are you terbest toko pedia terima kasih banyak,positif,positif,BENAR
Tokopedia,4,keren dan terbaik,positif,positif,BENAR
Tokopedia,4,bagus,positif,positif,BENAR
Tokopedia,4,mantap,positif,positif,BENAR
Tokopedia,4,ok,positif,positif,BENAR
Tokopedia,4,sangat mudah dan cepat,positif,positif,BENAR
Tokopedia,4,"kenapa PKB kendaraan bermotor tidak bisa digunakan, sudah lebih 2 bulan ini tidak bisa cek karena selalu salah input, tolong diperbaiki",negatif,negatif,BENAR
Tokopedia,4,"Pelayanan sangat cepat dan akurat,",positif,positif,BENAR
Tokopedia,4,"Sudah capek-capek cari barang, giliran mau check out ""Ada gangguan di Rumah Toped""",negatif,negatif,BENAR
Tokopedia,4,Ga lagi2 belanja ditokped now.. belanja 125.600 eh yg dateng cuma susu 4pcs seharga 8600 uda lama bgt datengnya blgnya 2jam sampe apaan 2hr sampenya.. akukan pengembalian dana lama bvt prosesnya.. gatau ini blm dibalik2in duit gua.. bikin nyesel dan ga lagi2 belanja disini,negatif,negatif,BENAR
Tokopedia,4,"JANGAN MAU DOWNLOAD APLIKASI INI, PENUH DENGAN PENIPU SAMA KALAU SEKALINYA UDAH DI TIPU DARI PIHAK TOKOPEDIA GAK NGELAKUIN APA APA. MANA AKUN SAYA KENA NONAKTIFKAN MANDIRI GAK JELAS BGT KOCAK MAU DI AKTIFKAN KEMBALI NGGA BISA JELEK APLIKASI JELEK JANGAN DI DOWNLOAD MALESSS MALESS",negatif,negatif,BENAR
Tokopedia,4,"Checkout d tokped lalu d batalkan toko, dana masuk ke saldo refund d potong 1.000 pas mau tarik ke rek awal kena lg potongan 2.900. pdhl bukan saya yg cancel pesanan tp uang potong. bukan masalah nominalnya sih tp kok aturannya tolol ya?? yg salah siapa yg rugi siapa.",negatif,negatif,BENAR
Tokopedia,4,mantap!!!,positif,positif,BENAR
Tokopedia,4,"Aplikasi Tokopedia sangat bagus,luar biasa",positif,positif,BENAR
Tokopedia,4,sering keluar kaun mulu dah ngeselin anjir,negatif,negatif,BENAR
Tokopedia,4,"Tokopedia jangan tutup deh,udah bagus",positif,positif,BENAR
Tokopedia,4,"Di platform ini ongkir terbilang sangat mahal, meskipun sudah pakai voucher gratis ongkir (nyatanya tidak gratis). Dan sekarang semenjak akuisisi TikTok Shop, Tokopedia Affiliate sudah tidak dihitung lagi ke dalam saldo affiliate, meskipun ada pembelian dengan link tersebut & melakukan koneksi dengan TikTok. Intinya semenjak itu Tokopedia sangat sampah, apalagi setelah PHK massal. Cukup kedua itu saja yang seharusnya diperbaiki (meskipun tidak akan pernah lagi).",negatif,negatif,BENAR
Tokopedia,4,aplikasi banyak bug dan berat. tidak jelas coba diperbaiki kalau mau naik bintangnya,negatif,negatif,BENAR
Tokopedia,4,bagus,positif,positif,BENAR
Tokopedia,4,ok,positif,positif,BENAR
Tokopedia,4,mantap,positif,positif,BENAR
Tokopedia,4,knpa pengirimannya paket lelet sekali masa paket cod sj pesan pengirimannya mau 1bulan blom sampai juga status pengiramnya juga tdk apdet sm sekali,negatif,negatif,BENAR
Tokopedia,4,masak beli tasbih harga seratus ribu di kirim yg harga 8 ribu tolong toko pedia buat dzikir loh ini sek di tipu,negatif,negatif,BENAR
Tokopedia,4,mudah dn murah,positif,positif,BENAR
Tokopedia,4,"gajelas ngasih promo gak jelas, gagal mulu tp gadikasih tau kenapanya kalo gak niat ngasih promo gausah",negatif,negatif,BENAR
Tokopedia,4,akun nya jelek tidak bisa singkron dgn google sama nomer wa,negatif,negatif,BENAR
Tokopedia,4,"sejak update saya sebagai pembeli semakin sulit mengubungi pihak cfs, biasanya cfs fast respon sekarang jadi slow banget",negatif,negatif,BENAR
Tokopedia,4,Tokopedia oke,positif,positif,BENAR
Tokopedia,5,KURIR YG RETUR PENGGUNA YG NANGGUNG APLIKASI TOLOL,negatif,negatif,BENAR
Tokopedia,5,paylater gede gw di acc 20 juta,positif,positif,BENAR
Tokopedia,5,Tokopedia barang nya terlengkap di Indonesia tapi ada satu hal yang tidak masuk akal ongkir nya sampai 80 ribu😂😂😂,negatif,negatif,BENAR
Tokopedia,5,aplikasinya terlalu berat untuk loading halaman. sering trouble ketika load.,negatif,negatif,BENAR
Tokopedia,5,jangan mau instal tokopedia. banyak penipu nya.istri beli barang blender malah d kirim cassing hp. kan tolol tokped nggak menyaring sellernya bener2. dan sampe sekarang uang tertahan d tokped. seller tidak merespon. tokped aplikasi paling parah yg pernah d pake. jangan pernah instal dan belanja d Tokopedia. banyak penipu nya.,negatif,negatif,BENAR
Tokopedia,5,membantu dalam belanja,positif,positif,BENAR
Tokopedia,5,"Gratis ongkir tokopedia cuma gimmick, ongkir dibuat 50 rb jakarta ke lampung potongan 20rb. omgkir 30 ya sama aja. mending di sopi real. 0 rupiah. cuma puls 2rb . biaya penanganan. kapok kapok kapok",negatif,negatif,BENAR
Tokopedia,5,mantabb,positif,positif,BENAR
Tokopedia,5,"gila tokped narik dana ke rekening hampir berhari""dari tanggal 27 gak ada kepastian gak juga masukk gimana tanggung jawabnya ini hampir 12 juta dana saya gak ada kepastian.KAPOKKKKKKKKKK",negatif,negatif,BENAR
Tokopedia,5,"sering tiba tiba Hank ..hitam , Mau buka ulasan diarahkaan ke update ,tapi update tidak ada , kenapa tidak bisa buka ulasan ? Sistem transaksi 👍 ,tapi aplikasi ' sangat tidak bagus' ,sebelum update ,sangat lelet setelah update ,tidak bisa buka ulasan , cari programer yang benar kenapa ?, tetap tidak bisa buka semua ulasan .. 16-8-2025 Sekarang klau lagi,slide slide lama suka Hank ...., gelap dan sangat lama,kalau ditutup ,buka dari awal lagi ,toko yang lagi dilihat lupa ..hilang .",negatif,negatif,BENAR
Tokopedia,5,"Semenjak dijual,bukannya nambah bagus malah makin bobrok Csnya makin parah Goodbye tokped",negatif,negatif,BENAR
Tokopedia,5,saya puas #tuanmudasitinjak_gerry,positif,positif,BENAR
Tokopedia,5,simpel mudah belanja di tokped,positif,positif,BENAR
Tokopedia,5,"pengalaman terpuruk bersama TOKOPEDIA, Beli barang mesin las dan grinda potong, sdh bayar di tranfer tapi belum menerima barangnya ( SAMPAI SAAT INI ), entah di kirim kerumah siapa / kesasar, setatus SELESAI 😇",negatif,negatif,BENAR
Tokopedia,5,"Kalo Top Up saldo Flazz ga pernah masuk, dipikir cuman ganguan tapi engga juga. di ulang coba Tup Up gitu lagi sudah beberapa kali. tidak ada tanggapan juga dari TokopediaCare.",negatif,negatif,BENAR
Tokopedia,5,"Tau2 diemail, toko di tutup! Dah gitu aja tanpa ada informasi apa-apa",negatif,negatif,BENAR
Tokopedia,5,kalo ada barang bermasalah dan toko bermasalah pihak toko pedia membantu dan mohon untuk pengguna baru jangan pake aplikasi ini,negatif,negatif,BENAR
Tokopedia,5,mantap lah,positif,positif,BENAR
Tokopedia,5,"sekarang tokopedia udah kurang bagus, utk expedisi yg sering bermasalah pun msh di rekomendasikan ke buyer.. dan CS nya pum sekarang hanya bot yg jawab, bukan manusia lagi, dan banyak kendala yang tidak teratasi..",negatif,negatif,BENAR
Tokopedia,5,saya suka banget,positif,positif,BENAR
Tokopedia,5,Baik pelayanannya,positif,positif,BENAR
Tokopedia,5,ok,positif,positif,BENAR
Tokopedia,5,"sekarang udah banyak penipuan di tokopedia ,, tak seperti dulu yang bisa di percata",negatif,negatif,BENAR
Tokopedia,5,toko pedih tetap terbaik,positif,positif,BENAR
Tokopedia,5,"woi ini kenapasih tokped, udah mau chekout milih metode pembayaran, malah layar putih aja yg keluar lemot na ujubilah",negatif,negatif,BENAR
Tokopedia,5,Mantap cepat sehat dan bergizi,positif,positif,BENAR
Tokopedia,5,"pesanan dibatalkan, saldo refund ditahan gk bisa ditarik,mau tautkan rekening gk bisa, disuruh coba lagi, pengembalian dana aja ribet banget gk kayak shopee gampang hitungan menit dana langsung kembali",negatif,negatif,BENAR
Tokopedia,5,baik,positif,positif,BENAR
Tokopedia,5,trimakasih layanannya bagus,positif,positif,BENAR
Tokopedia,5,"saya sarankan tidak usah pakai tokped. aplikasi yang sangat buruk saat ini, banyak penipuan, beli tv yang datang casing hp, saat komplain toko penjual ditutup trus CS nya gak respon yg jawab mesin robot trus. ditambah promo dan bebas ongkirnya hanya bualan saja. Aplikasi ini banyak kekurangannya beda sama sebelah",negatif,negatif,BENAR
Tokopedia,5,belanja murah cepat dan tepat waktu,positif,positif,BENAR
Tokopedia,5,kereeen,positif,positif,BENAR
Tokopedia,5,mantap,positif,positif,BENAR
Tokopedia,5,"tokopedia sekarang kenapa sih, bugnya ngeselin banget masa search untuk di toko ga bisa maksimal kepakenya, padahal yang diketik udah bener malah bisa dibilang ga ada produknya, kecewa banget padahal udah dari lama pake tokopedia",negatif,negatif,BENAR
Tokopedia,5,makin gabung ama tiktok makin tolol...masak akun gw yg lagi proses transaksi malah tiba² keluar trus pas login ulang semua stts transaksi hilang...tolol banget,negatif,negatif,BENAR
Tokopedia,5,baik,positif,positif,BENAR
Tokopedia,5,bagus,positif,positif,BENAR
Tokopedia,5,ok lebih praktis,positif,positif,BENAR
Tokopedia,5,"saya membatalkan pembelanjaan, uang 2 juta belum bisa kembali, tidak ada nomor verifikasi WA atau SMS, b gagal terus dicoba berkali-kali",negatif,negatif,BENAR
Tokopedia,5,good bye Tokopedia. Pengajuan Pengembalian Repot.Padahal ajukan pengembalian karena barang ga sesuai. Padahal selama ini udah langganan belanja di Tokopedia. tapi pelayanan kalah sama shopee,negatif,negatif,BENAR
Tokopedia,5,terbaik pokoknya,positif,positif,BENAR
Tokopedia,5,cuma satu kata : MUANTABS,positif,positif,BENAR
Tokopedia,5,ok,positif,positif,BENAR
Tokopedia,5,"sekarang Tokopedia tidak seperti dulu, banyak para penjual yang melakukan penipuan,, tolong ditindak/di blok saja meresahkan",negatif,negatif,BENAR
Tokopedia,5,bagus,positif,positif,BENAR
Tokopedia,5,ok bagus,positif,positif,BENAR
Tokopedia,5,sangat puas menggunakan aplikasi Tokopedia,positif,positif,BENAR
Tokopedia,5,"sesekali banget ada pot 15 ribu, dipakai tuh voucher,orang rumah pada belanja lah di tokped, ga taunya. banyak banget toko atau penjual yang ga jelas ditokped, beli barang, ga dikirim kirim chat ga ada yang dibalas. pembatalan nunggu 2 hari, Angus dah voucher, ga dikasih lagi. percepat pembatalan belanjanya ditokped, biar seperti olshop lain. jujur saja, di tokped jarang saya belanja. pembatalan pesanan susah alias lama. expedisi dapatnya si lambat terus lama sampai.",negatif,negatif,BENAR
Tokopedia,5,ok,positif,positif,BENAR
Tokopedia,5,Knp skrang di tokopedia harga barangnya mahal2 dan ongkirnya pun mahal gak kayak apk sebelah yg byk diskon barang dan juga free ongkir,negatif,negatif,BENAR
Tokopedia,5,"aplikasi tokopedia makin aneh, mau lihat transaksi yg belum dibayar tidak bisa, bagaimana cara bayarnya kalau disembunyikan info transaksinya",negatif,negatif,BENAR
Tokopedia,5,sangat membantu saya belanja,positif,positif,BENAR
Tokopedia,5,Karyawan toped indonesia udah dipecatin semua. Sekarang operasional Tokped dan Tiktokshop dikendalikan dari kantor ByteDance di Singapur dan China Mainland. Tujuan mereka beli tokped emang buat dimatiin dan cuma butuh legalitasnya doang.,negatif,negatif,BENAR
Tokopedia,5,oke,positif,positif,BENAR
Tokopedia,5,bagus,positif,positif,BENAR
Tokopedia,5,"saran ga usah di kaitkan ke tiktok kalau mau buka toko, dah kaya daftar cpns tiktok seller susah bangat daftar doang kocak",negatif,negatif,BENAR
Tokopedia,5,ok,positif,positif,BENAR
Tokopedia,5,"Ongkir makin mahal untuk pengiriman antar pulau, voucher promo sering tidak bisa digunakan, harga barang di Tokped kadang lebih mahal dari e-commerce sebelah padahal toko yang sama. Seller mulai pada kabur karena di Tokped lebih sepi pembeli.",negatif,negatif,BENAR
Tokopedia,5,baik,positif,positif,BENAR
Shopee,1,memenuhi semua kebutuhan,positif,positif,BENAR
Shopee,1,keren mempermudah hal yang urgent,positif,positif,BENAR
Shopee,1,ok,positif,positif,BENAR
Shopee,1,terimakasih sangat membantu sya belanja,positif,positif,BENAR
Shopee,1,ok,positif,positif,BENAR
Shopee,1,keren aplikasi shope mudah berbelanja tanpa harus keluar rumah sukses selalu,positif,positif,BENAR
Shopee,1,Pokoke oke,positif,positif,BENAR
Shopee,1,mantap..pelayanan sangat ok..barang yg d pesen semua pick..sesuai..mantap,positif,positif,BENAR
Shopee,1,apk nya sangat baguus,positif,positif,BENAR
Shopee,1,"belanja di shopee sangat memuaskan, apalagi sekarang voucher gratis ongkir 0 Rp buuuanyak bgt ... pertahankan agar semakin banyak pelanggan yang puas.",positif,positif,BENAR
Shopee,1,bagus,positif,positif,BENAR
Shopee,1,mantap,positif,positif,BENAR
Shopee,1,sukaaa,positif,positif,BENAR
Shopee,1,ok,positif,positif,BENAR
Shopee,1,Gak mengecewakan,positif,positif,BENAR
Shopee,1,"Terima kasih buat shopee, seller dan kurir nya.",positif,positif,BENAR
Shopee,1,"wajib donload sih,keren bmgt apk nya,cara pembayaran nya gampang, kslo cod tinggal qris,mudah bngt pemesannya ga ribet,mudah di mengerti,selalu bikin puas,, mau cari apa aja pasti ad di shope,,shope emang keren😚",positif,positif,BENAR
Shopee,1,mantap jiwa 👍👍👍,positif,positif,BENAR
Shopee,1,"mantull,pelayanan kerenn",positif,positif,BENAR
Shopee,1,bagus banget aplikasi ini,positif,positif,BENAR
Shopee,1,pesan mudah interaksi ke penjual gampang pilihan produk banyak pengembalian kelebihan bayar oke... bisa COD bisa juga Paylater bisa juga cicilan...he...,positif,positif,BENAR
Shopee,1,mantap,positif,positif,BENAR
Shopee,1,tinggal pencet ..barang datang beragam yg mau di beli mudah d cari,positif,positif,BENAR
Shopee,1,good aplikasi shope,positif,positif,BENAR
Shopee,1,oke cocok,positif,positif,BENAR
Shopee,1,Alhamdulillah semenjak ada shopee saya gk pernah belanja kemana mana selain ke shopee trima kasih banyak shopee smg semakin sukses & maju kedepannya 🤲🙏jujur sy gk pernah kecewa klo belanja di shopee ini malahan saya semakin senang karna harganya terjangkau dan murah lg 👍👍🤗🤗🤗,positif,positif,BENAR
Shopee,1,sangat menguntungkan,positif,positif,BENAR
Shopee,1,Bagus no pokonya 🤣,positif,positif,BENAR
Shopee,1,"pengiriman aman & cepat, terima kasih",positif,positif,BENAR
Shopee,1,sippppp lh,positif,positif,BENAR
Shopee,1,oke sangat membantu,positif,positif,BENAR
Shopee,1,good,positif,positif,BENAR
Shopee,1,sangat membantu,positif,positif,BENAR
Shopee,1,sangat baguss,positif,positif,BENAR
Shopee,1,sangat suka belanja d shopee kalo bisa jngan ada ongkir lagi ya,positif,positif,BENAR
Shopee,1,sangat membantu memudahkan mencari kebutuhan apa saja serasa toko di genggaman,positif,positif,BENAR
Shopee,1,toko online handal,positif,positif,BENAR
Shopee,1,bintang yang bicara,positif,positif,BENAR
Shopee,1,aplikasi ini sangat bagus saya rekomendasikan,positif,positif,BENAR
Shopee,1,"good respon , terimakasih min",positif,positif,BENAR
Shopee,1,bagus banget,positif,positif,BENAR
Shopee,1,sangat memudahkan di setiap belanja jika ada diskon atau potongan khusus untuk konsumen.,positif,positif,BENAR
Shopee,1,mempermudah dlm blnja,positif,positif,BENAR
Shopee,1,i love shopee,positif,positif,BENAR
Shopee,1,mantap,positif,positif,BENAR
Shopee,1,senang belanja di Shopee bisa COD dan dapat harga terjangkau. yuk belanja di Shopee.,positif,positif,BENAR
Shopee,1,bgus skli,positif,positif,BENAR
Shopee,1,barang yang di pesan sesuai tepat waktu,positif,positif,BENAR
Shopee,1,luar biasa,positif,positif,BENAR
Shopee,1,barang nya bagus berkualitas pengirimannya tepat waktu,positif,positif,BENAR
Shopee,1,suka belanja di shopee,positif,positif,BENAR
Shopee,1,"Terimaksih Shoope, baru download belum sebulan terus pake PayLater dari limit 300 nambah 150 jadi 450. mantap pokonya",positif,positif,BENAR
Shopee,1,"bagus, isi nya lengkap banget. suka deh!",positif,positif,BENAR
Shopee,1,sangat baik,positif,positif,BENAR
Shopee,1,aplikasi tanpa ada toko dan penjual kw pelayanan toko dan penjual reaksinya cepat tanggap yang paling penting aplikasi nya tanpa penjual dan toko bodong yang menjual barang bagus datang nya barang gak jelas,positif,positif,BENAR
Shopee,1,"mantap, gratongnya ga abis abiss",positif,positif,BENAR
Shopee,1,baik,positif,positif,BENAR
Shopee,1,bagus,positif,positif,BENAR
Shopee,1,keren,positif,positif,BENAR
Shopee,1,mempermudah mendapatkan yg di cari,positif,positif,BENAR
Shopee,1,sangat membantu,positif,positif,BENAR
Shopee,1,murah murah lengkap,positif,positif,BENAR
Shopee,1,mantab,positif,positif,BENAR
Shopee,1,"aplikasinya bagus, apalagi Cod cek dulu, sehingga buyernya tidak mudah tertipu",positif,positif,BENAR
Shopee,1,belanja jdi makin gampang dann mudah,positif,positif,BENAR
Shopee,1,bagus,positif,positif,BENAR
Shopee,1,sangat membantu dalam pencarian produk..,positif,positif,BENAR
Shopee,2,"bagus, belanja mudah, cepat, dan semua ada",positif,positif,BENAR
Shopee,2,ok,positif,positif,BENAR
Shopee,2,sanggat membantu,positif,positif,BENAR
Shopee,2,rekomendasi banget banyak diskonya,positif,positif,BENAR
Shopee,2,sangat berguna.,positif,positif,BENAR
Shopee,2,trimakasi,positif,positif,BENAR
Shopee,2,terimakasih akhirnya akun saya dapat digunakan kembali 🙏🏻,positif,positif,BENAR
Shopee,2,sanat bagus untuk yang suka belanja online,positif,positif,BENAR
Shopee,2,mantap,positif,positif,BENAR
Shopee,2,oke,positif,positif,BENAR
Shopee,2,mantap la pokoknya,positif,positif,BENAR
Shopee,2,sangat bagus,positif,positif,BENAR
Shopee,2,mantap pro,positif,positif,BENAR
Shopee,2,bagus,positif,positif,BENAR
Shopee,2,mantap aplikasi nya,positif,positif,BENAR
Shopee,2,"cepat,rapih,ongkir murah,di imbangi kurirnya sopan,,,,jos gandos",positif,positif,BENAR
Shopee,2,tempat belanja on line yg baik,positif,positif,BENAR
Shopee,2,saya suka aplikasinya,positif,positif,BENAR
Shopee,2,ok matap,positif,positif,BENAR
Shopee,2,mempermudah proses pembayaran,positif,positif,BENAR
Shopee,2,"aplikasi belanja shopee sangat membantu sekali,, Jangan ragu beli di sini, mudah, hemat ,cepat. Sukses terus buat shopee.",positif,positif,BENAR
Shopee,2,sangat baguss,positif,positif,BENAR
Shopee,2,sangat rekomendasi,positif,positif,BENAR
Shopee,2,Hallo semua aku pelanggan setia Shoppe.Senang sekali dengan adanya shoppe belanja jadi lebih mudah dan harganya pun jauh lebih murah.tidak takut kena tipu2 karna jika barang tidak sesuai dapat dikembalikan dengan proses mudah dan cepat . sukses terus buat shoppe👍🏻❤️,positif,positif,BENAR
Shopee,2,Bagus untuk di gunakan,positif,positif,BENAR
Shopee,2,bagus dan bermanfaat banget untuk kaum rebahan seperti saya,positif,positif,BENAR
Shopee,2,baru kali pertama...top markotop,positif,positif,BENAR
Shopee,2,harapnya Shopie lebih maju dan lebih terbaik lagi,positif,positif,BENAR
Shopee,2,ok,positif,positif,BENAR
Shopee,2,Aplikasi sangat bagus tapi sering sering kasih diskon ya biar pelanggan lebih semangat untuk belanja,positif,positif,BENAR
Shopee,2,sangat bagus dan pengiriman nya cepat,positif,positif,BENAR
Shopee,2,"Suka belanja karena gratis ongkir untuk pembelian yang sudah ditentukan, terlebih apa aja ada di shopee, pokoknya lengkap. Suka❤",positif,positif,BENAR
Shopee,2,pokoknya rekomendasi lah,positif,positif,BENAR
Shopee,2,terbaik,positif,positif,BENAR
Shopee,2,selama belanja di shopee...produk dan pengiriman ok...hanya perlu selektif saja dalam berbelanja...,positif,positif,BENAR
Shopee,2,mantap,positif,positif,BENAR
Shopee,2,Suka dengan aplikasi ini sangat membantu mempermudah pencariyan barang yang di sukai sukses selalu buat shopee,positif,positif,BENAR
Shopee,2,"shopee sekarang dah bagus sih,tp knp sekarang dh ga kerjasama dg dana y,pdhl AQ sering byrnya pke dana, masukan saya kalau BS terapkan sistem pembayaran lewat QRIS,biar planggan jg ada pilihan LBH mudah lagi, terimakasih",positif,positif,BENAR
Shopee,2,ok,positif,positif,BENAR
Shopee,2,debes semoga banyak barang yang gratis,positif,positif,BENAR
Shopee,2,mantap,positif,positif,BENAR
Shopee,2,"Selalu berikan yang terbaik,,,sukses",positif,positif,BENAR
Shopee,2,sangat puas,positif,positif,BENAR
Shopee,2,"shopee bagus apalagi dari gratis ongkirnya. tapi kurang nyaman dari video""nya baru masuk apk ngelag karna langsung ke shopee video. gitu.",positif,positif,BENAR
Shopee,2,bagus,positif,positif,BENAR
Shopee,2,bagus sangatembantu .. apdate barang sampai sering telat lama.,positif,positif,BENAR
Shopee,2,Shopee mantap 👍 tapi kurang canggih kek apk z apk z kalau paket mau datang ada pemberitahuan nya jadi tau paket nya mau datang kalau shopee gak ada tolong di ada kan ya shopee terimakasih 👍👍👍💯,positif,positif,BENAR
Shopee,2,murah banget,positif,positif,BENAR
Shopee,2,aplikasi yang saya konsumen. terimakasih,positif,positif,BENAR
Shopee,2,good,positif,positif,BENAR
Shopee,2,mantap pokonya!!!,positif,positif,BENAR
Shopee,2,bagus dan banyak diskon dan gratis ongkir,positif,positif,BENAR
Shopee,2,"aplikasi nya bagus, barang' yg di jual juga hrgany murah, sangat ramah di kantong👍👍",positif,positif,BENAR
Shopee,2,sesuai pesanan,positif,positif,BENAR
Shopee,2,ox Shopee is the best terbaik aku suka banget shopee tetap yang terbaik,positif,positif,BENAR
Shopee,2,sangat membantu saat pesan barang yang saya inginkan,positif,positif,BENAR
Shopee,2,sangat berguna,positif,positif,BENAR
Shopee,2,aplikasi ini sangat membantu segalah urusan bisnis kecil saya terimakasih shopee,positif,positif,BENAR
Shopee,2,oke,positif,positif,BENAR
Shopee,2,"akhir nya Spaylater saya kembali bisa di gunakan,terimakasih atas semua kebijakan Shopee.. sehat² semua,sukses untuk kalian 🙏",positif,positif,BENAR
Shopee,2,memuaskan,positif,positif,BENAR
Shopee,2,bagus,positif,positif,BENAR
Shopee,2,sangat membantu,positif,positif,BENAR
Shopee,2,barang murah dan sesuai harapan,positif,positif,BENAR
Shopee,2,bagus solusi belanja hemat dan murah,positif,positif,BENAR
Shopee,2,belanja yang rekomended murah murah barang bagus tetap jaga kepercayaan masyarakat gan buat para pecinta shopee. kurir nya Joss Joss cepat pengiriman nya. thank you shopee 🥰,positif,positif,BENAR
Shopee,2,sangat memuaskan dan barang2 pun sesuai dengan yg di pesan,positif,positif,BENAR
Shopee,3,sangat mantapp,positif,positif,BENAR
Shopee,3,ok siapp,positif,positif,BENAR
Shopee,3,"selama saya menggunakan apk ini puas, dan saya sering pakai cara pembayaran COD karna gak ribet",positif,positif,BENAR
Shopee,3,shopee mantap deh,positif,positif,BENAR
Shopee,3,pesanan sesuwai,positif,positif,BENAR
Shopee,3,pengiriman cepat ulasan barang terlihat jelas jadi pembeli bisa memilih yang terbaik,positif,positif,BENAR
Shopee,3,ok,positif,positif,BENAR
Shopee,3,mantap,positif,positif,BENAR
Shopee,3,Makin mantap,positif,positif,BENAR
Shopee,3,aplikasi yang bagus dan berguna untuk keperluan sehari hari,positif,positif,BENAR
Shopee,3,bagus,positif,positif,BENAR
Shopee,3,memuaskan terimakasih Shopee,positif,positif,BENAR
Shopee,3,bagus,positif,positif,BENAR
Shopee,3,pastikan terbaik untuk pelanggan,positif,positif,BENAR
Shopee,3,trimakasih aplikasinya,positif,positif,BENAR
Shopee,3,apk sangat membantu dan mudah digunakan sukses dan jaya untuk shopee..,positif,positif,BENAR
Shopee,3,mantap,positif,positif,BENAR
Shopee,3,"terima kasih sopee belanja online jadi menyenangkan, semua ada di sini",positif,positif,BENAR
Shopee,3,"sangat membantu , mudah mengaksesnya gak ribet ...",positif,positif,BENAR
Shopee,3,sangat membantu sekali,positif,positif,BENAR
Shopee,3,sesuai dengan kebutuhan,positif,positif,BENAR
Shopee,3,pengiriman dengan kondisi barang terbaik,positif,positif,BENAR
Shopee,3,"suka banget , cuma belum bisa pakai spaylater",positif,positif,BENAR
Shopee,3,memudahkan untuk belanja ..dan berharap shoope tetep konsisten untuk melayani pelanggan,positif,positif,BENAR
Shopee,3,mantap,positif,positif,BENAR
Shopee,3,apk terbaik sampai dengan saat ini,positif,positif,BENAR
Shopee,3,"mantap lah,oke banget",positif,positif,BENAR
Shopee,3,oke bgt,positif,positif,BENAR
Shopee,3,Terimakasih shopee,positif,positif,BENAR
Shopee,3,menarik dan puas belanja di sini karena ongkir nya gk mahal,positif,positif,BENAR
Shopee,3,"sayah suka dengan adanyah aplikasi shopee blanja bisa dirumah cuma sayang vidio yg didahulukan yg bisa mengganggu kelancaran blnja coba tolong vidio,nyh dihilangkan",positif,positif,BENAR
Shopee,3,sangat membantu,positif,positif,BENAR
Shopee,3,banyak promo Dan free ongkir,positif,positif,BENAR
Shopee,3,barang sudah sampe dengan Rapi,positif,positif,BENAR
Shopee,3,good,positif,positif,BENAR
Shopee,3,siiiipppppp,positif,positif,BENAR
Shopee,3,josss,positif,positif,BENAR
Shopee,3,mantap,positif,positif,BENAR
Shopee,3,"belanja online, murah...cepat",positif,positif,BENAR
Shopee,3,"sangat memuaskan belanja di shoppee menyingkat waktu, efisien dan harga lbih murah ❤️🙏",positif,positif,BENAR
Shopee,3,good apk,positif,positif,BENAR
Shopee,3,"pelayan bagus,hak pembeli dan penjual adil",positif,positif,BENAR
Shopee,3,gacor,positif,positif,BENAR
Shopee,3,belanja murah dan muda,positif,positif,BENAR
Shopee,3,iya lebih gampang banget,positif,positif,BENAR
Shopee,3,ok,positif,positif,BENAR
Shopee,3,ok,positif,positif,BENAR
Shopee,3,toko online terpercaya dan terlengkap dan pasti nya aman... walaupun terkadang ada toko2 nakal tapi tidak terlalu mengecewakan seperti toko2 lain... pokoknya.. mantaaap👍✅,positif,positif,BENAR
Shopee,3,"Alhamdulillah pesan nya lai sesuai dengan pesanan kita,terima kasih kak kuril",positif,positif,BENAR
Shopee,3,sangat membantu,positif,positif,BENAR
Shopee,3,mantap sekali,positif,positif,BENAR
Shopee,3,suka banget sama shopee dan kita juga bisa belanja dengan mudah 😘🤭,positif,positif,BENAR
Shopee,3,"nyaman belanja di shopee,,, banyak diskon nya terutama ongkir,,,soalnya tempat saya kan di Sulawesi kadang berat di ongkir... tapi shopee selalu kasi potongan ongkir jadi sering sering deh belanja",positif,positif,BENAR
Shopee,3,"harga Murmer, menyenangkan",positif,positif,BENAR
Shopee,3,mudah cari barang,positif,positif,BENAR
Shopee,3,Sangat terbantu,positif,positif,BENAR
Shopee,3,Bagus saya suka 👍,positif,positif,BENAR
Shopee,3,bagus,positif,positif,BENAR
Shopee,3,"barangnya bagus-bagus, dan pengiriman tepat sesuai.",positif,positif,BENAR
Shopee,3,Bagus,positif,positif,BENAR
Shopee,3,mantep,positif,positif,BENAR
