label,content,clean,norm,stop,token,stem
netral,"saran aja kk, untuk mengubah nomor hp di apk/gopay nya jngan dipersulit. say mau ganti no hp di apk tokped karena nomor sudah hilang tapi dikirim kode otp via wa ke nomor yang udah hilang tsb. ribet",saran aja kk untuk mengubah nomor hp di apkgopay nya jngan dipersulit say mau ganti no hp di apk tokped karena nomor sudah hilang tapi dikirim kode otp via wa ke nomor yang udah hilang tsb ribet, saran aja kk untuk mengubah nomor hp di apkgopay nya jngan dipersulit say mau ganti no hp di apk tokped karena nomor sudah hilang tapi dikirim kode otp via wa ke nomor yang udah hilang tsb ribet , saran aja kk mengubah nomor hp apkgopay nya jngan dipersulit say mau ganti no hp apk tokped nomor hilang dikirim kode otp via wa nomor udah hilang tsb ribet ,"['saran', 'aja', 'kk', 'mengubah', 'nomor', 'hp', 'apkgopay', 'nya', 'jngan', 'dipersulit', 'say', 'mau', 'ganti', 'no', 'hp', 'apk', 'tokped', 'nomor', 'hilang', 'dikirim', 'kode', 'otp', 'via', 'wa', 'nomor', 'udah', 'hilang', 'tsb', 'ribet']",saran aja kk ubah nomor hp apkgopay nya jngan sulit say mau ganti no hp apk tokped nomor hilang kirim kode otp via wa nomor udah hilang tsb ribet
negatif,pengiriman lamaaaaaaaaaa bnget apk jelekk,pengiriman lamaaaaaaaaaa bnget apk jelekk, pengiriman lamaaaaaaaaaa bnget apk jelekk , pengiriman lamaaaaaaaaaa bnget apk jelekk ,"['pengiriman', 'lamaaaaaaaaaa', 'bnget', 'apk', 'jelekk']",kirim lamaaaaaaaaaa bnget apk jelekk
negatif,"ada toko ga jelas, pesanan barang 1 item dengan qty. 2, barang dikirim namun pas dibuka isi paket kosong hanya tulisan untuk hubungi nomor WA penjual, setelah di WA penjual slow respon dan berjanji akan mengirim barang tsb, namun pas cek resi nya via Shopee pertanggal 23 sampai sekarang belum dikirim kirim, lalu invoice juga aneh total belanja 264.510 itu gimana solusi nya dari Tokopedia, merasa dirugikan, bahkan sampai saat ini dana belum juga masuk kesaya",ada toko ga jelas pesanan barang 1 item dengan qty 2 barang dikirim namun pas dibuka isi paket kosong hanya tulisan untuk hubungi nomor wa penjual setelah di wa penjual slow respon dan berjanji akan mengirim barang tsb namun pas cek resi nya via shopee pertanggal 23 sampai sekarang belum dikirim kirim lalu invoice juga aneh total belanja 264510 itu gimana solusi nya dari tokopedia merasa dirugikan bahkan sampai saat ini dana belum juga masuk kesaya, ada toko tidak jelas pesanan barang 1 item dengan qty 2 barang dikirim namun pas dibuka isi paket kosong hanya tulisan untuk hubungi nomor wa penjual setelah di wa penjual slow respon dan berjanji akan mengirim barang tsb namun pas cek resi nya via shopee pertanggal 23 sampai sekarang belum dikirim kirim lalu invoice juga aneh total belanja 264510 itu gimana solusi nya dari tokopedia merasa dirugikan bahkan sampai saat ini dana belum juga masuk kesaya , toko jelas pesanan barang 1 item qty 2 barang dikirim pas dibuka isi paket kosong tulisan hubungi nomor wa penjual di wa penjual slow respon berjanji mengirim barang tsb pas cek resi nya via shopee pertanggal 23 sekarang dikirim kirim invoice aneh total belanja 264510 gimana solusi nya tokopedia merasa dirugikan sampai ini dana juga masuk kesaya ,"['toko', 'jelas', 'pesanan', 'barang', '1', 'item', 'qty', '2', 'barang', 'dikirim', 'pas', 'dibuka', 'isi', 'paket', 'kosong', 'tulisan', 'hubungi', 'nomor', 'wa', 'penjual', 'di', 'wa', 'penjual', 'slow', 'respon', 'berjanji', 'mengirim', 'barang', 'tsb', 'pas', 'cek', 'resi', 'nya', 'via', 'shopee', 'pertanggal', '23', 'sekarang', 'dikirim', 'kirim', 'invoice', 'aneh', 'total', 'belanja', '264510', 'gimana', 'solusi', 'nya', 'tokopedia', 'merasa', 'dirugikan', 'sampai', 'ini', 'dana', 'juga', 'masuk', 'kesaya']",toko jelas pesan barang 1 item qty 2 barang kirim pas buka isi paket kosong tulis hubung nomor wa jual di wa jual slow respon janji kirim barang tsb pas cek resi nya via shopee tanggal 23 sekarang kirim kirim invoice aneh total belanja 264510 gimana solusi nya tokopedia rasa rugi sampai ini dana juga masuk saya
netral,👍👍,,  ,  ,[],
negatif,"apk bodoh, saya konsumen lama belanja sudah hampir 100jt, ada keluhan saya sebagai konsumen yg dibrugikan, tidak menerima keluhan sampai akun saya di blokir segala😡",apk bodoh saya konsumen lama belanja sudah hampir 100jt ada keluhan saya sebagai konsumen yg dibrugikan tidak menerima keluhan sampai akun saya di blokir segala, apk bodoh saya konsumen lama belanja sudah hampir 100jt ada keluhan saya sebagai konsumen yang dibrugikan tidak menerima keluhan sampai akun saya di blokir segala , apk bodoh konsumen lama belanja hampir 100jt keluhan sebagai konsumen dibrugikan menerima keluhan akun di blokir segala ,"['apk', 'bodoh', 'konsumen', 'lama', 'belanja', 'hampir', '100jt', 'keluhan', 'sebagai', 'konsumen', 'dibrugikan', 'menerima', 'keluhan', 'akun', 'di', 'blokir', 'segala']",apk bodoh konsumen lama belanja hampir 100jt keluh bagai konsumen dibrugikan terima keluh akun di blokir segala
negatif,"sekarang toko pedia eror, entah sistem nya atau apanya, sudah bayar pesanan melalui briva dan sudah terverifikasi, dibatalkan sepihak tanpa alasan yang jelas",sekarang toko pedia eror entah sistem nya atau apanya sudah bayar pesanan melalui briva dan sudah terverifikasi dibatalkan sepihak tanpa alasan yang jelas, sekarang toko pedia eror entah sistem nya atau apanya sudah bayar pesanan melalui briva dan sudah terverifikasi dibatalkan sepihak tanpa alasan yang jelas , sekarang toko pedia eror entah sistem nya apanya bayar pesanan melalui briva sudah terverifikasi dibatalkan sepihak alasan jelas ,"['sekarang', 'toko', 'pedia', 'eror', 'entah', 'sistem', 'nya', 'apanya', 'bayar', 'pesanan', 'melalui', 'briva', 'sudah', 'terverifikasi', 'dibatalkan', 'sepihak', 'alasan', 'jelas']",sekarang toko dia eror entah sistem nya apa bayar pesan lalu briva sudah verifikasi batal pihak alas jelas
netral,diaplikasi laingk bisa,diaplikasi laingk bisa, diaplikasi laingk bisa , diaplikasi laingk ,"['diaplikasi', 'laingk']",aplikasi laingk
positif,bagus,bagus, bagus , bagus ,['bagus'],bagus
netral,"tolong dong ka tambahin fitur ganti akun, masa setiap mau ganti akun harus keluar akun dulu, ribet, harusnya seperti Oren bisa ganti akun, tolong kak itu akan sangat berguna buat saya🙏 nanti saya kasi bintang 5 kalau ada fitur ganti akun",tolong dong ka tambahin fitur ganti akun masa setiap mau ganti akun harus keluar akun dulu ribet harusnya seperti oren bisa ganti akun tolong kak itu akan sangat berguna buat saya nanti saya kasi bintang 5 kalau ada fitur ganti akun, tolong dong ka tambahin fitur ganti akun masa setiap mau ganti akun harus keluar akun dulu ribet harusnya seperti oren bisa ganti akun tolong kak itu akan sangat berguna buat saya nanti saya kasi bintang 5 kalau ada fitur ganti akun , dong ka tambahin fitur ganti akun masa mau ganti akun keluar akun dulu ribet harusnya oren ganti akun kak akan berguna buat nanti kasi bintang 5 ada fitur ganti akun ,"['dong', 'ka', 'tambahin', 'fitur', 'ganti', 'akun', 'masa', 'mau', 'ganti', 'akun', 'keluar', 'akun', 'dulu', 'ribet', 'harusnya', 'oren', 'ganti', 'akun', 'kak', 'akan', 'berguna', 'buat', 'nanti', 'kasi', 'bintang', '5', 'ada', 'fitur', 'ganti', 'akun']",dong ka tambahin fitur ganti akun masa mau ganti akun keluar akun dulu ribet harus oren ganti akun kak akan guna buat nanti kasi bintang 5 ada fitur ganti akun
negatif,"Tau2 diemail, toko di tutup! Dah gitu aja tanpa ada informasi apa-apa",tau2 diemail toko di tutup dah gitu aja tanpa ada informasi apaapa, tau2 diemail toko di tutup dah gitu aja tanpa ada informasi apaapa , tau2 diemail toko tutup dah gitu aja ada informasi apaapa ,"['tau2', 'diemail', 'toko', 'tutup', 'dah', 'gitu', 'aja', 'ada', 'informasi', 'apaapa']",tau2 email toko tutup dah gitu aja ada informasi apaapa
positif,ok,ok, ok , ,[],
negatif,saya sudH daftar tapi tidak bisa masuk akum jadi bingung saya dgn aplikasi ini,saya sudh daftar tapi tidak bisa masuk akum jadi bingung saya dgn aplikasi ini, saya sudh daftar tapi tidak bisa masuk akum jadi bingung saya dgn aplikasi ini , sudh daftar tidak masuk akum jadi bingung dgn aplikasi ,"['sudh', 'daftar', 'tidak', 'masuk', 'akum', 'jadi', 'bingung', 'dgn', 'aplikasi']",sudh daftar tidak masuk akum jadi bingung dgn aplikasi
negatif,Akhir-akhir ini ongkir di Tokopedia melambung tinggi. Ada baiknya kita pamit!,akhirakhir ini ongkir di tokopedia melambung tinggi ada baiknya kita pamit, akhirakhir ini ongkir di tokopedia melambung tinggi ada baiknya kita pamit , akhirakhir ongkir tokopedia melambung tinggi baiknya pamit ,"['akhirakhir', 'ongkir', 'tokopedia', 'melambung', 'tinggi', 'baiknya', 'pamit']",akhirakhir ongkir tokopedia lambung tinggi baik pamit
netral,jangan lupa modus gela,jangan lupa modus gela, jangan lupa modus gela , jangan lupa modus gela ,"['jangan', 'lupa', 'modus', 'gela']",jangan lupa modus gela
positif,"Udah hampir bagus sih, tapi ada masalah dari ekspedisi Yaitu masih bekerjasama dengan sicepat, yang pengiriman nya tidak secepat ekspedisi lainnya.. Dan jika menggunakan metode cod menggunakan 3 ekspedisi, yakni JNT, d alihkan ke LILO, terus di alihkan lagi ke SICEPAT",udah hampir bagus sih tapi ada masalah dari ekspedisi yaitu masih bekerjasama dengan sicepat yang pengiriman nya tidak secepat ekspedisi lainnya dan jika menggunakan metode cod menggunakan 3 ekspedisi yakni jnt d alihkan ke lilo terus di alihkan lagi ke sicepat, udah hampir bagus sih tapi ada masalah dari ekspedisi yaitu masih bekerjasama dengan sicepat yang pengiriman nya tidak secepat ekspedisi lainnya dan jika menggunakan metode cod menggunakan 3 ekspedisi yakni jnt d alihkan ke lilo terus di alihkan lagi ke sicepat , udah hampir bagus sih ada masalah ekspedisi masih bekerjasama sicepat pengiriman nya secepat ekspedisi lainnya jika menggunakan metode cod menggunakan 3 ekspedisi jnt d alihkan lilo terus alihkan ke sicepat ,"['udah', 'hampir', 'bagus', 'sih', 'ada', 'masalah', 'ekspedisi', 'masih', 'bekerjasama', 'sicepat', 'pengiriman', 'nya', 'secepat', 'ekspedisi', 'lainnya', 'jika', 'menggunakan', 'metode', 'cod', 'menggunakan', '3', 'ekspedisi', 'jnt', 'd', 'alihkan', 'lilo', 'terus', 'alihkan', 'ke', 'sicepat']",udah hampir bagus sih ada masalah ekspedisi masih bekerjasama sicepat kirim nya cepat ekspedisi lain jika guna metode cod guna 3 ekspedisi jnt d alih lilo terus alih ke sicepat
positif,mantap,mantap, mantap , mantap ,['mantap'],mantap
negatif,e-commerce lelet,ecommerce lelet, ecommerce lelet , ecommerce lelet ,"['ecommerce', 'lelet']",ecommerce lelet
positif,terpercaya,terpercaya, terpercaya , terpercaya ,['terpercaya'],percaya
negatif,hai teman2..waspada y..jangan lagi bertransaksi di tokopedia karena toko2 disana banyak toko penipu..dan toko2 tersebut dilindungi oleh tokopedia itu sendiri..atau bahkan tokopedia itu satu komplotan dengan toko toko penipu..waspada..karena aku sudah menjadi korbannya..boikot tokopedia..jangan sampai makan korban penipuam lebih banyak lagi..,hai teman2waspada yjangan lagi bertransaksi di tokopedia karena toko2 disana banyak toko penipudan toko2 tersebut dilindungi oleh tokopedia itu sendiriatau bahkan tokopedia itu satu komplotan dengan toko toko penipuwaspadakarena aku sudah menjadi korbannyaboikot tokopediajangan sampai makan korban penipuam lebih banyak lagi, hai teman2waspada yjangan lagi bertransaksi di tokopedia karena toko2 disana banyak toko penipudan toko2 tersebut dilindungi oleh tokopedia itu sendiriatau bahkan tokopedia itu satu komplotan dengan toko toko penipuwaspadakarena aku sudah menjadi korbannyaboikot tokopediajangan sampai makan korban penipuam lebih banyak lagi , hai teman2waspada yjangan bertransaksi tokopedia toko2 disana toko penipudan toko2 tersebut dilindungi tokopedia sendiriatau tokopedia satu komplotan toko toko penipuwaspadakarena aku menjadi korbannyaboikot tokopediajangan makan korban penipuam banyak ,"['hai', 'teman2waspada', 'yjangan', 'bertransaksi', 'tokopedia', 'toko2', 'disana', 'toko', 'penipudan', 'toko2', 'tersebut', 'dilindungi', 'tokopedia', 'sendiriatau', 'tokopedia', 'satu', 'komplotan', 'toko', 'toko', 'penipuwaspadakarena', 'aku', 'menjadi', 'korbannyaboikot', 'tokopediajangan', 'makan', 'korban', 'penipuam', 'banyak']",hai teman2waspada yjangan transaksi tokopedia toko2 sana toko penipudan toko2 sebut lindung tokopedia sendiriatau tokopedia satu komplot toko toko penipuwaspadakarena aku jadi korbannyaboikot tokopediajangan makan korban penipuam banyak
negatif,kalo ada barang bermasalah dan toko bermasalah pihak toko pedia membantu dan mohon untuk pengguna baru jangan pake aplikasi ini,kalo ada barang bermasalah dan toko bermasalah pihak toko pedia membantu dan mohon untuk pengguna baru jangan pake aplikasi ini, kalo ada barang bermasalah dan toko bermasalah pihak toko pedia membantu dan mohon untuk pengguna baru jangan pake aplikasi ini , kalo barang bermasalah toko bermasalah pihak toko pedia membantu mohon pengguna jangan pake aplikasi ,"['kalo', 'barang', 'bermasalah', 'toko', 'bermasalah', 'pihak', 'toko', 'pedia', 'membantu', 'mohon', 'pengguna', 'jangan', 'pake', 'aplikasi']",kalo barang masalah toko masalah pihak toko dia bantu mohon guna jangan pake aplikasi
positif,bagus untuk berjualan,bagus untuk berjualan, bagus untuk berjualan , bagus berjualan ,"['bagus', 'berjualan']",bagus jual
positif,mantap lah,mantap lah, mantap lah , mantap lah ,"['mantap', 'lah']",mantap lah
netral,kenapa di redmi 10c tidak competible? tolong diperbaiki,kenapa di redmi 10c tidak competible tolong diperbaiki, kenapa di redmi 10c tidak competible tolong diperbaiki , di redmi 10c competible diperbaiki ,"['di', 'redmi', '10c', 'competible', 'diperbaiki']",di redmi 10c competible baik
positif,"mantap,dpt d percaya",mantapdpt d percaya, mantapdpt d percaya , mantapdpt d percaya ,"['mantapdpt', 'd', 'percaya']",mantapdpt d percaya
negatif,"sekarang tokopedia udah kurang bagus, utk expedisi yg sering bermasalah pun msh di rekomendasikan ke buyer.. dan CS nya pum sekarang hanya bot yg jawab, bukan manusia lagi, dan banyak kendala yang tidak teratasi..",sekarang tokopedia udah kurang bagus utk expedisi yg sering bermasalah pun msh di rekomendasikan ke buyer dan cs nya pum sekarang hanya bot yg jawab bukan manusia lagi dan banyak kendala yang tidak teratasi, sekarang tokopedia udah kurang bagus utk expedisi yang sering bermasalah pun msh di rekomendasikan ke buyer dan cs nya pum sekarang hanya bot yang jawab bukan manusia lagi dan banyak kendala yang tidak teratasi , sekarang tokopedia udah kurang bagus utk expedisi sering bermasalah msh rekomendasikan buyer cs nya pum sekarang bot jawab manusia dan kendala tidak teratasi ,"['sekarang', 'tokopedia', 'udah', 'kurang', 'bagus', 'utk', 'expedisi', 'sering', 'bermasalah', 'msh', 'rekomendasikan', 'buyer', 'cs', 'nya', 'pum', 'sekarang', 'bot', 'jawab', 'manusia', 'dan', 'kendala', 'tidak', 'teratasi']",sekarang tokopedia udah kurang bagus utk expedisi sering masalah msh rekomendasi buyer cs nya pum sekarang bot jawab manusia dan kendala tidak atas
negatif,"tokopedia pengiriman lelet tanggal estimasi lewat paket belum juga sampai, bagus shopee👍",tokopedia pengiriman lelet tanggal estimasi lewat paket belum juga sampai bagus shopee, tokopedia pengiriman lelet tanggal estimasi lewat paket belum juga sampai bagus shopee , tokopedia pengiriman lelet tanggal estimasi lewat paket juga bagus shopee ,"['tokopedia', 'pengiriman', 'lelet', 'tanggal', 'estimasi', 'lewat', 'paket', 'juga', 'bagus', 'shopee']",tokopedia kirim lelet tanggal estimasi lewat paket juga bagus shopee
positif,saya suka banget,saya suka banget, saya suka banget , suka banget ,"['suka', 'banget']",suka banget
negatif,tidak bisa cod,tidak bisa cod, tidak bisa cod , bisa cod ,"['bisa', 'cod']",bisa cod
positif,Baik pelayanannya,baik pelayanannya, baik pelayanannya , pelayanannya ,['pelayanannya'],layan
positif,ok,ok, ok , ,[],
negatif,Ongkirnya lebih mahal jauh daripada shopee,ongkirnya lebih mahal jauh daripada shopee, ongkirnya lebih mahal jauh daripada shopee , ongkirnya mahal jauh shopee ,"['ongkirnya', 'mahal', 'jauh', 'shopee']",ongkirnya mahal jauh shopee
positif,baik saja coba,baik saja coba, baik saja coba , saja coba ,"['saja', 'coba']",saja coba
positif,oke mantap,oke mantap, oke mantap , oke mantap ,"['oke', 'mantap']",oke mantap
negatif,"SMLM 2X proses ORDER GAGAL TRUS, HARI INI BARU BISA",smlm 2x proses order gagal trus hari ini baru bisa, smlm 2x proses order gagal trus hari ini baru bisa , smlm 2x proses order gagal trus hari baru ,"['smlm', '2x', 'proses', 'order', 'gagal', 'trus', 'hari', 'baru']",smlm 2x proses order gagal trus hari baru
negatif,"parah toped sekarang,expedisi g ada yg beres,ga bisa tegas ke expedisi jg,penjual dicekik abis,korupsi ongkir jnt jelas2 dilabel ny,tapi diaplikasi lebih tinggi, dikomplain diabaikan,apalagi semenjak gabung tiktok,penjual diancam dengan menerima dana lebih lama dari yg pernah terjadi sebelumnya,penjual diancam jika tidak bergabung dengan tiktok,bla..bla..bla.,wah makin parah ini,ga seperti marketplace sebelah..yg bisa tegas ke expedisi, parah Tokopedia semenjak dijajah tiktok.. selesai sudah",parah toped sekarangexpedisi g ada yg beresga bisa tegas ke expedisi jgpenjual dicekik abiskorupsi ongkir jnt jelas2 dilabel nytapi diaplikasi lebih tinggi dikomplain diabaikanapalagi semenjak gabung tiktokpenjual diancam dengan menerima dana lebih lama dari yg pernah terjadi sebelumnyapenjual diancam jika tidak bergabung dengan tiktokblablablawah makin parah iniga seperti marketplace sebelahyg bisa tegas ke expedisi parah tokopedia semenjak dijajah tiktok selesai sudah, parah toped sekarangexpedisi g ada yang beresga bisa tegas ke expedisi jgpenjual dicekik abiskorupsi ongkir jnt jelas2 dilabel nytapi diaplikasi lebih tinggi dikomplain diabaikanapalagi semenjak gabung tiktokpenjual diancam dengan menerima dana lebih lama dari yang pernah terjadi sebelumnyapenjual diancam jika tidak bergabung dengan tiktokblablablawah makin parah iniga seperti marketplace sebelahyg bisa tegas ke expedisi parah tokopedia semenjak dijajah tiktok selesai sudah , parah toped sekarangexpedisi g yang beresga tegas expedisi jgpenjual dicekik abiskorupsi ongkir jnt jelas2 dilabel nytapi diaplikasi tinggi dikomplain diabaikanapalagi semenjak gabung tiktokpenjual diancam menerima dana lama yang pernah terjadi sebelumnyapenjual diancam tidak bergabung tiktokblablablawah makin parah iniga marketplace sebelahyg tegas expedisi parah tokopedia semenjak dijajah tiktok selesai ,"['parah', 'toped', 'sekarangexpedisi', 'g', 'yang', 'beresga', 'tegas', 'expedisi', 'jgpenjual', 'dicekik', 'abiskorupsi', 'ongkir', 'jnt', 'jelas2', 'dilabel', 'nytapi', 'diaplikasi', 'tinggi', 'dikomplain', 'diabaikanapalagi', 'semenjak', 'gabung', 'tiktokpenjual', 'diancam', 'menerima', 'dana', 'lama', 'yang', 'pernah', 'terjadi', 'sebelumnyapenjual', 'diancam', 'tidak', 'bergabung', 'tiktokblablablawah', 'makin', 'parah', 'iniga', 'marketplace', 'sebelahyg', 'tegas', 'expedisi', 'parah', 'tokopedia', 'semenjak', 'dijajah', 'tiktok', 'selesai']",parah toped sekarangexpedisi g yang beresga tegas expedisi jgpenjual cekik abiskorupsi ongkir jnt jelas2 label nytapi aplikasi tinggi komplain diabaikanapalagi semenjak gabung tiktokpenjual ancam terima dana lama yang pernah jadi sebelumnyapenjual ancam tidak gabung tiktokblablablawah makin parah iniga marketplace sebelahyg tegas expedisi parah tokopedia semenjak jajah tiktok selesai
negatif,"fitur Live dimatikan, tolong hidupkan lagi fitur Live tiktok, karenaitu sumber mata pencaharian kami",fitur live dimatikan tolong hidupkan lagi fitur live tiktok karenaitu sumber mata pencaharian kami, fitur live dimatikan tolong hidupkan lagi fitur live tiktok karenaitu sumber mata pencaharian kami , fitur live dimatikan hidupkan fitur live tiktok karenaitu sumber mata pencaharian ,"['fitur', 'live', 'dimatikan', 'hidupkan', 'fitur', 'live', 'tiktok', 'karenaitu', 'sumber', 'mata', 'pencaharian']",fitur live mati hidup fitur live tiktok karenaitu sumber mata cahari
negatif,"voucher pengguna baru gabisa di pake padahal masih aktif, pas tinggal pencet co malah muncul tulisan ""Oops, terjadi kendala. Transaksi tidak dapat di proses. (1)"" padahal kalo co ga pake voucher pengguna baru bisa, gimna sih kalo ga niat ngasih voucher pengguna baru, gausah aja sekalian",voucher pengguna baru gabisa di pake padahal masih aktif pas tinggal pencet co malah muncul tulisan oops terjadi kendala transaksi tidak dapat di proses 1 padahal kalo co ga pake voucher pengguna baru bisa gimna sih kalo ga niat ngasih voucher pengguna baru gausah aja sekalian, voucher pengguna baru gabisa di pake padahal masih aktif pas tinggal pencet co malah muncul tulisan oops terjadi kendala transaksi tidak dapat di proses 1 padahal kalo co tidak pake voucher pengguna baru bisa gimna sih kalo tidak niat ngasih voucher pengguna baru gausah aja sekalian , voucher pengguna gabisa pake padahal aktif pas tinggal pencet co malah muncul tulisan oops terjadi kendala transaksi dapat proses 1 padahal kalo co pake voucher pengguna bisa gimna sih kalo niat ngasih voucher pengguna gausah aja sekalian ,"['voucher', 'pengguna', 'gabisa', 'pake', 'padahal', 'aktif', 'pas', 'tinggal', 'pencet', 'co', 'malah', 'muncul', 'tulisan', 'oops', 'terjadi', 'kendala', 'transaksi', 'dapat', 'proses', '1', 'padahal', 'kalo', 'co', 'pake', 'voucher', 'pengguna', 'bisa', 'gimna', 'sih', 'kalo', 'niat', 'ngasih', 'voucher', 'pengguna', 'gausah', 'aja', 'sekalian']",voucher guna gabisa pake padahal aktif pas tinggal pencet co malah muncul tulis oops jadi kendala transaksi dapat proses 1 padahal kalo co pake voucher guna bisa gimna sih kalo niat ngasih voucher guna gausah aja sekali
positif,fine,fine, fine , fine ,['fine'],fine
positif,aplikasi Tokopedia bagus!! tingkat kan terus promo menarik lainnya harga barang yang murah dan berkualitas serta promo gratis ongkir nya!! sehingga mendukung efisiensi anggaran yang tepat sasaran!! mendukung Indonesia maju!! berjuang tiada akhir !! 🙏🇲🇨❤️,aplikasi tokopedia bagus tingkat kan terus promo menarik lainnya harga barang yang murah dan berkualitas serta promo gratis ongkir nya sehingga mendukung efisiensi anggaran yang tepat sasaran mendukung indonesia maju berjuang tiada akhir, aplikasi tokopedia bagus tingkat kan terus promo menarik lainnya harga barang yang murah dan berkualitas serta promo gratis ongkir nya sehingga mendukung efisiensi anggaran yang tepat sasaran mendukung indonesia maju berjuang tiada akhir , aplikasi tokopedia bagus tingkat kan terus promo menarik lainnya harga barang murah berkualitas promo gratis ongkir nya mendukung efisiensi anggaran tepat sasaran mendukung indonesia maju berjuang tiada akhir ,"['aplikasi', 'tokopedia', 'bagus', 'tingkat', 'kan', 'terus', 'promo', 'menarik', 'lainnya', 'harga', 'barang', 'murah', 'berkualitas', 'promo', 'gratis', 'ongkir', 'nya', 'mendukung', 'efisiensi', 'anggaran', 'tepat', 'sasaran', 'mendukung', 'indonesia', 'maju', 'berjuang', 'tiada', 'akhir']",aplikasi tokopedia bagus tingkat kan terus promo tarik lain harga barang murah kualitas promo gratis ongkir nya dukung efisiensi anggar tepat sasar dukung indonesia maju juang tiada akhir
positif,ok banget harga harga bersaing,ok banget harga harga bersaing, ok banget harga harga bersaing , banget harga harga bersaing ,"['banget', 'harga', 'harga', 'bersaing']",banget harga harga saing
netral,Kak kok gak bisa bayar ditempat ya,kak kok gak bisa bayar ditempat ya, kak kok tidak bisa bayar ditempat ya , kak kok bisa bayar ditempat ,"['kak', 'kok', 'bisa', 'bayar', 'ditempat']",kak kok bisa bayar tempat
negatif,Toped bikin blunder lagi dengan kerja sama dengan grabsend. Sistemnya ga ada foto di bukti pengiriman. Padahal driver grab ga seahli kurir perusahaan ekspedisi. Barang saya hilang dan sistem tokped bingung meresponnya!! Sistem sempat melimpahkan ke seller. Lah seller mah udah ngirim. Ini hilang di perjalanan. Tapi sistemnya kyk gamang. Ini tuh yg bener kejar driver nya. Nganternya ke mana?? Semua ekspedisi lainnya itu ada sistem foto bukti sudah diantar. Ini ga ada.,toped bikin blunder lagi dengan kerja sama dengan grabsend sistemnya ga ada foto di bukti pengiriman padahal driver grab ga seahli kurir perusahaan ekspedisi barang saya hilang dan sistem tokped bingung meresponnya sistem sempat melimpahkan ke seller lah seller mah udah ngirim ini hilang di perjalanan tapi sistemnya kyk gamang ini tuh yg bener kejar driver nya nganternya ke mana semua ekspedisi lainnya itu ada sistem foto bukti sudah diantar ini ga ada, toped bikin blunder lagi dengan kerja sama dengan grabsend sistemnya tidak ada foto di bukti pengiriman padahal driver grab tidak seahli kurir perusahaan ekspedisi barang saya hilang dan sistem tokped bingung meresponnya sistem sempat melimpahkan ke seller lah seller mah udah ngirim ini hilang di perjalanan tapi sistemnya kyk gamang ini tuh yang bener kejar driver nya nganternya ke mana semua ekspedisi lainnya itu ada sistem foto bukti sudah diantar ini tidak ada , toped bikin blunder kerja sama dengan grabsend sistemnya foto bukti pengiriman padahal driver grab seahli kurir perusahaan ekspedisi barang hilang sistem tokped bingung meresponnya sistem sempat melimpahkan seller lah seller mah udah ngirim hilang perjalanan sistemnya kyk gamang tuh bener kejar driver nya nganternya mana semua ekspedisi lainnya ada sistem foto bukti diantar tidak ada ,"['toped', 'bikin', 'blunder', 'kerja', 'sama', 'dengan', 'grabsend', 'sistemnya', 'foto', 'bukti', 'pengiriman', 'padahal', 'driver', 'grab', 'seahli', 'kurir', 'perusahaan', 'ekspedisi', 'barang', 'hilang', 'sistem', 'tokped', 'bingung', 'meresponnya', 'sistem', 'sempat', 'melimpahkan', 'seller', 'lah', 'seller', 'mah', 'udah', 'ngirim', 'hilang', 'perjalanan', 'sistemnya', 'kyk', 'gamang', 'tuh', 'bener', 'kejar', 'driver', 'nya', 'nganternya', 'mana', 'semua', 'ekspedisi', 'lainnya', 'ada', 'sistem', 'foto', 'bukti', 'diantar', 'tidak', 'ada']",toped bikin blunder kerja sama dengan grabsend sistem foto bukti kirim padahal driver grab ahli kurir usaha ekspedisi barang hilang sistem tokped bingung meresponnya sistem sempat limpah seller lah seller mah udah ngirim hilang jalan sistem kyk gamang tuh bener kejar driver nya nganternya mana semua ekspedisi lain ada sistem foto bukti antar tidak ada
negatif,"barang yang udah dimasukin keranjang tiba-tiba hilang. gak bisa cek transaksi berlangsung. kacau aplikasi ini, sering error & UI berubah2 terus setelah update, bikin gak nyaman... makin hari makin sampah...",barang yang udah dimasukin keranjang tibatiba hilang gak bisa cek transaksi berlangsung kacau aplikasi ini sering error ui berubah2 terus setelah update bikin gak nyaman makin hari makin sampah, barang yang udah dimasukin keranjang tibatiba hilang tidak bisa cek transaksi berlangsung kacau aplikasi ini sering error ui berubah2 terus setelah update bikin tidak nyaman makin hari makin sampah , barang udah dimasukin keranjang tibatiba hilang bisa cek transaksi berlangsung kacau aplikasi sering error ui berubah2 terus update bikin nyaman makin hari makin sampah ,"['barang', 'udah', 'dimasukin', 'keranjang', 'tibatiba', 'hilang', 'bisa', 'cek', 'transaksi', 'berlangsung', 'kacau', 'aplikasi', 'sering', 'error', 'ui', 'berubah2', 'terus', 'update', 'bikin', 'nyaman', 'makin', 'hari', 'makin', 'sampah']",barang udah dimasukin keranjang tibatiba hilang bisa cek transaksi langsung kacau aplikasi sering error ui berubah2 terus update bikin nyaman makin hari makin sampah
