label,content,clean,norm,stop,token,stem
positif,mantap aplikasi nya,mantap aplikasi nya, mantap aplikasi nya , mantap aplikasi nya ,"['mantap', 'aplikasi', 'nya']",mantap aplikasi nya
negatif,hilangkan saja fitur otp sms jika kau tidak mengirim kode otpnya ke sms anj,hilangkan saja fitur otp sms jika kau tidak mengirim kode otpnya ke sms anj, hilangkan saja fitur otp sms jika kau tidak mengirim kode otpnya ke sms anj , hilangkan fitur otp sms kau mengirim kode otpnya sms anj ,"['hilangkan', 'fitur', 'otp', 'sms', 'kau', 'mengirim', 'kode', 'otpnya', 'sms', 'anj']",hilang fitur otp sms kau kirim kode otpnya sms anj
negatif,mantap banget kak keluar kondar nya👍👍👍katanya berizin dan diawasi ojk tapi penagihan nya barbar banget kek pinjol ilegal,mantap banget kak keluar kondar nyakatanya berizin dan diawasi ojk tapi penagihan nya barbar banget kek pinjol ilegal, mantap banget kak keluar kondar nyakatanya berizin dan diawasi ojk tapi penagihan nya barbar banget kek pinjol ilegal , mantap banget kak keluar kondar nyakatanya berizin diawasi ojk penagihan nya barbar banget kek pinjol ilegal ,"['mantap', 'banget', 'kak', 'keluar', 'kondar', 'nyakatanya', 'berizin', 'diawasi', 'ojk', 'penagihan', 'nya', 'barbar', 'banget', 'kek', 'pinjol', 'ilegal']",mantap banget kak keluar kondar nyakatanya izin awas ojk tagih nya barbar banget kek pinjol ilegal
positif,sangat recommended buat belanja d sini,sangat recommended buat belanja d sini, sangat recommended buat belanja d sini , recommended buat belanja d sini ,"['recommended', 'buat', 'belanja', 'd', 'sini']",recommended buat belanja d sini
positif,bagus,bagus, bagus , bagus ,['bagus'],bagus
positif,mantap,mantap, mantap , mantap ,['mantap'],mantap
positif,memuaskan terimakasih Shopee,memuaskan terimakasih shopee, memuaskan terimakasih shopee , memuaskan terimakasih shopee ,"['memuaskan', 'terimakasih', 'shopee']",muas terimakasih shopee
negatif,pelit diskon ongkirnya,pelit diskon ongkirnya, pelit diskon ongkirnya , pelit diskon ongkirnya ,"['pelit', 'diskon', 'ongkirnya']",pelit diskon ongkirnya
positif,bagus,bagus, bagus , bagus ,['bagus'],bagus
negatif,harga barang mahal tidak ada kupon diskon,harga barang mahal tidak ada kupon diskon, harga barang mahal tidak ada kupon diskon , harga barang mahal ada kupon diskon ,"['harga', 'barang', 'mahal', 'ada', 'kupon', 'diskon']",harga barang mahal ada kupon diskon
positif,Aku pengguna baru ku kasih bintang 4 dlu ya sejauh ini oke semua terjangkau dari harga ongkir dan kwalitas sesuai yg tertera tolong dipertahankan ya kakak terimakasih 🙏 (edit kak) makasih pelayanan bagus harga terjangkau untuk pengiriman mohon ditingkatkan lagi makasih,aku pengguna baru ku kasih bintang 4 dlu ya sejauh ini oke semua terjangkau dari harga ongkir dan kwalitas sesuai yg tertera tolong dipertahankan ya kakak terimakasih edit kak makasih pelayanan bagus harga terjangkau untuk pengiriman mohon ditingkatkan lagi makasih, aku pengguna baru ku kasih bintang 4 dlu ya sejauh ini oke semua terjangkau dari harga ongkir dan kwalitas sesuai yang tertera tolong dipertahankan ya kakak terimakasih edit kak makasih pelayanan bagus harga terjangkau untuk pengiriman mohon ditingkatkan lagi makasih , aku pengguna ku kasih bintang 4 dlu sejauh oke semua terjangkau harga ongkir kwalitas sesuai tertera dipertahankan kakak terimakasih edit kak makasih pelayanan bagus harga terjangkau pengiriman mohon ditingkatkan makasih ,"['aku', 'pengguna', 'ku', 'kasih', 'bintang', '4', 'dlu', 'sejauh', 'oke', 'semua', 'terjangkau', 'harga', 'ongkir', 'kwalitas', 'sesuai', 'tertera', 'dipertahankan', 'kakak', 'terimakasih', 'edit', 'kak', 'makasih', 'pelayanan', 'bagus', 'harga', 'terjangkau', 'pengiriman', 'mohon', 'ditingkatkan', 'makasih']",aku guna ku kasih bintang 4 dlu jauh oke semua jangkau harga ongkir kwalitas sesuai tera tahan kakak terimakasih edit kak makasih layan bagus harga jangkau kirim mohon tingkat makasih
positif,apl yg sangat apik,apl yg sangat apik, apl yang sangat apik , apl sangat apik ,"['apl', 'sangat', 'apik']",apl sangat apik
netral,Alhamdulillah shopee amanah,alhamdulillah shopee amanah, alhamdulillah shopee amanah , alhamdulillah shopee amanah ,"['alhamdulillah', 'shopee', 'amanah']",alhamdulillah shopee amanah
positif,"untuk versi terbaru lumayan sedikit smooth meski agak berat juga pas pertama loading dan skrol menu. SARAN & MASUKAN; Di bagian penilaian dan ulasan di menu ( Dgn Foto/Video ) terasa berat banget pas mau lihat gambar atau video nya, terkadang kaya lag gak bisa di skrol, padahal versi sebelum nya tidak seperti ini mohon ini untuk di tinjau lagi dan diperbaiki. terimakasih",untuk versi terbaru lumayan sedikit smooth meski agak berat juga pas pertama loading dan skrol menu saran masukan di bagian penilaian dan ulasan di menu dgn fotovideo terasa berat banget pas mau lihat gambar atau video nya terkadang kaya lag gak bisa di skrol padahal versi sebelum nya tidak seperti ini mohon ini untuk di tinjau lagi dan diperbaiki terimakasih, untuk versi terbaru lumayan sedikit smooth meski agak berat juga pas pertama loading dan skrol menu saran masukan di bagian penilaian dan ulasan di menu dgn fotovideo terasa berat banget pas mau lihat gambar atau video nya terkadang kaya lag tidak bisa di skrol padahal versi sebelum nya tidak seperti ini mohon ini untuk di tinjau lagi dan diperbaiki terimakasih , versi terbaru lumayan sedikit smooth meski berat pas pertama loading skrol menu saran masukan bagian penilaian ulasan menu dgn fotovideo terasa berat banget pas mau lihat gambar video nya terkadang kaya lag bisa skrol padahal versi nya seperti mohon untuk tinjau dan diperbaiki terimakasih ,"['versi', 'terbaru', 'lumayan', 'sedikit', 'smooth', 'meski', 'berat', 'pas', 'pertama', 'loading', 'skrol', 'menu', 'saran', 'masukan', 'bagian', 'penilaian', 'ulasan', 'menu', 'dgn', 'fotovideo', 'terasa', 'berat', 'banget', 'pas', 'mau', 'lihat', 'gambar', 'video', 'nya', 'terkadang', 'kaya', 'lag', 'bisa', 'skrol', 'padahal', 'versi', 'nya', 'seperti', 'mohon', 'untuk', 'tinjau', 'dan', 'diperbaiki', 'terimakasih']",versi baru lumayan sedikit smooth meski berat pas pertama loading skrol menu saran masuk bagi nilai ulas menu dgn fotovideo asa berat banget pas mau lihat gambar video nya terkadang kaya lag bisa skrol padahal versi nya seperti mohon untuk tinjau dan baik terimakasih
positif,shoope bagus,shoope bagus, shoope bagus , shoope bagus ,"['shoope', 'bagus']",shoope bagus
negatif,"apliasi bajinga penipu barang udah du return uang tidak mau di kembalikan,hati hati yang belanja di sini sakarang,aku udah kenak",apliasi bajinga penipu barang udah du return uang tidak mau di kembalikanhati hati yang belanja di sini sakarangaku udah kenak, apliasi bajinga penipu barang udah du return uang tidak mau di kembalikanhati hati yang belanja di sini sakarangaku udah kenak , apliasi bajinga penipu barang udah du return uang mau kembalikanhati hati belanja sini sakarangaku udah kenak ,"['apliasi', 'bajinga', 'penipu', 'barang', 'udah', 'du', 'return', 'uang', 'mau', 'kembalikanhati', 'hati', 'belanja', 'sini', 'sakarangaku', 'udah', 'kenak']",apliasi bajinga tipu barang udah du return uang mau kembalikanhati hati belanja sini sakarangaku udah nak
positif,sukaaa,sukaaa, sukaaa , sukaaa ,['sukaaa'],sukaaa
positif,"cepat,rapih,ongkir murah,di imbangi kurirnya sopan,,,,jos gandos",cepatrapihongkir murahdi imbangi kurirnya sopanjos gandos, cepatrapihongkir murahdi imbangi kurirnya sopanjos gandos , cepatrapihongkir murahdi imbangi kurirnya sopanjos gandos ,"['cepatrapihongkir', 'murahdi', 'imbangi', 'kurirnya', 'sopanjos', 'gandos']",cepatrapihongkir murahdi imbang kurir sopanjos gandos
positif,ok,ok, ok , ,[],
positif,ok,ok, ok , ,[],
negatif,Makin kesini makin ga nyaman........jd lemot.banyak bug....malah lg br sadar ad banyak biaya tambahan.....biaya adm.biaya layanan...makin gede,makin kesini makin ga nyamanjd lemotbanyak bugmalah lg br sadar ad banyak biaya tambahanbiaya admbiaya layananmakin gede, makin kesini makin tidak nyamanjd lemotbanyak bugmalah lg br sadar ad banyak biaya tambahanbiaya admbiaya layananmakin gede , makin kesini makin nyamanjd lemotbanyak bugmalah lg br sadar ad biaya tambahanbiaya admbiaya layananmakin gede ,"['makin', 'kesini', 'makin', 'nyamanjd', 'lemotbanyak', 'bugmalah', 'lg', 'br', 'sadar', 'ad', 'biaya', 'tambahanbiaya', 'admbiaya', 'layananmakin', 'gede']",makin kesini makin nyamanjd lemotbanyak bugmalah lg br sadar ad biaya tambahanbiaya admbiaya layananmakin gede
netral,"INF0 CS.INDODAX BANTUAN.O.8.I.3.2.O.6.6.6.S.S Jika ad indikasi Penipuan Dll, Terkait lND0DAX. segera Laporkan ke nomor layanan pusat untuk meminta pemblokiran rek pen!pu dan pembekuan sementara.",inf0 csindodax bantuano8i32o666ss jika ad indikasi penipuan dll terkait lnd0dax segera laporkan ke nomor layanan pusat untuk meminta pemblokiran rek penpu dan pembekuan sementara, inf0 csindodax bantuano8i32o666ss jika ad indikasi penipuan dll terkait lnd0dax segera laporkan ke nomor layanan pusat untuk meminta pemblokiran rek penpu dan pembekuan sementara , inf0 csindodax bantuano8i32o666ss ad indikasi penipuan terkait lnd0dax segera laporkan nomor layanan pusat meminta pemblokiran rek penpu pembekuan ,"['inf0', 'csindodax', 'bantuano8i32o666ss', 'ad', 'indikasi', 'penipuan', 'terkait', 'lnd0dax', 'segera', 'laporkan', 'nomor', 'layanan', 'pusat', 'meminta', 'pemblokiran', 'rek', 'penpu', 'pembekuan']",inf0 csindodax bantuano8i32o666ss ad indikasi tipu kait lnd0dax segera lapor nomor layan pusat minta blokir rek penpu beku
positif,mantap,mantap, mantap , mantap ,['mantap'],mantap
positif,tempat belanja on line yg baik,tempat belanja on line yg baik, tempat belanja on line yang baik , tempat belanja on line baik ,"['tempat', 'belanja', 'on', 'line', 'baik']",tempat belanja on line baik
positif,jos,jos, jos , jos ,['jos'],jos
positif,Gak mengecewakan,gak mengecewakan, tidak mengecewakan , mengecewakan ,['mengecewakan'],kecewa
negatif,Makin kesini shoope makin JELEK. makin kesini makin besar potongan untuk seller. capai 21%,makin kesini shoope makin jelek makin kesini makin besar potongan untuk seller capai 21, makin kesini shoope makin jelek makin kesini makin besar potongan untuk seller capai 21 , makin kesini shoope makin jelek makin kesini makin besar potongan seller capai 21 ,"['makin', 'kesini', 'shoope', 'makin', 'jelek', 'makin', 'kesini', 'makin', 'besar', 'potongan', 'seller', 'capai', '21']",makin kesini shoope makin jelek makin kesini makin besar potong seller capai 21
positif,"Terima kasih buat shopee, seller dan kurir nya.",terima kasih buat shopee seller dan kurir nya, terima kasih buat shopee seller dan kurir nya , terima kasih buat shopee seller kurir nya ,"['terima', 'kasih', 'buat', 'shopee', 'seller', 'kurir', 'nya']",terima kasih buat shopee seller kurir nya
positif,senangg,senangg, senangg , senangg ,['senangg'],senangg
negatif,"bagus banget sih. Tapi iklannya ngejak ribut, jari ga ngapa ngapain kok tiba2 masuk ke shopee. RISIH NJIR",bagus banget sih tapi iklannya ngejak ribut jari ga ngapa ngapain kok tiba2 masuk ke shopee risih njir, bagus banget sih tapi iklannya ngejak ribut jari tidak ngapa ngapain kok tiba2 masuk ke shopee risih njir , bagus banget sih iklannya ngejak ribut jari ngapa ngapain kok tiba2 masuk shopee risih njir ,"['bagus', 'banget', 'sih', 'iklannya', 'ngejak', 'ribut', 'jari', 'ngapa', 'ngapain', 'kok', 'tiba2', 'masuk', 'shopee', 'risih', 'njir']",bagus banget sih iklan ngejak ribut jari ngapa ngapain kok tiba2 masuk shopee risih njir
negatif,"tiap buka aplikasi nyangkut mulu di live& video,udh klik ke berada juga suara videonya nyala teroosss,jd tiap buka kesel juga males.",tiap buka aplikasi nyangkut mulu di live videoudh klik ke berada juga suara videonya nyala teroosssjd tiap buka kesel juga males, tiap buka aplikasi nyangkut mulu di live videoudh klik ke berada juga suara videonya nyala teroosssjd tiap buka kesel juga males , tiap buka aplikasi nyangkut mulu live videoudh klik berada suara videonya nyala teroosssjd tiap buka kesel males ,"['tiap', 'buka', 'aplikasi', 'nyangkut', 'mulu', 'live', 'videoudh', 'klik', 'berada', 'suara', 'videonya', 'nyala', 'teroosssjd', 'tiap', 'buka', 'kesel', 'males']",tiap buka aplikasi nyangkut mulu live videoudh klik ada suara video nyala teroosssjd tiap buka kesel males
positif,muantab,muantab, muantab , muantab ,['muantab'],muantab
negatif,"Shopee makin parah jasa pengirimanX mentang2 orderan dibawah 20rb ndak mau diantar dengan alasan di""pembeli menjadwalkan ulang waktu pengiriman""padahal pihak kurir tdak pernah menghubungi pembeli sekalipun tentang alamat pembeli tau2 barang dikembalikan gara2 pembeli tidak merespon",shopee makin parah jasa pengirimanx mentang2 orderan dibawah 20rb ndak mau diantar dengan alasan dipembeli menjadwalkan ulang waktu pengirimanpadahal pihak kurir tdak pernah menghubungi pembeli sekalipun tentang alamat pembeli tau2 barang dikembalikan gara2 pembeli tidak merespon, shopee makin parah jasa pengirimanx mentang2 orderan dibawah 20rb ndak mau diantar dengan alasan dipembeli menjadwalkan ulang waktu pengirimanpadahal pihak kurir tdak pernah menghubungi pembeli sekalipun tentang alamat pembeli tau2 barang dikembalikan gara2 pembeli tidak merespon , shopee makin parah jasa pengirimanx mentang2 orderan dibawah 20rb ndak mau diantar alasan dipembeli menjadwalkan ulang waktu pengirimanpadahal pihak kurir tdak pernah menghubungi pembeli sekalipun alamat pembeli tau2 barang dikembalikan gara2 pembeli merespon ,"['shopee', 'makin', 'parah', 'jasa', 'pengirimanx', 'mentang2', 'orderan', 'dibawah', '20rb', 'ndak', 'mau', 'diantar', 'alasan', 'dipembeli', 'menjadwalkan', 'ulang', 'waktu', 'pengirimanpadahal', 'pihak', 'kurir', 'tdak', 'pernah', 'menghubungi', 'pembeli', 'sekalipun', 'alamat', 'pembeli', 'tau2', 'barang', 'dikembalikan', 'gara2', 'pembeli', 'merespon']",shopee makin parah jasa pengirimanx mentang2 order bawah 20rb ndak mau antar alas beli jadwal ulang waktu pengirimanpadahal pihak kurir tdak pernah hubung beli sekalipun alamat beli tau2 barang kembali gara2 beli merespon
negatif,"kalo ngga prioritas mesti kena double order, payah",kalo ngga prioritas mesti kena double order payah, kalo tidak prioritas mesti kena double order payah , kalo prioritas mesti kena double order payah ,"['kalo', 'prioritas', 'mesti', 'kena', 'double', 'order', 'payah']",kalo prioritas mesti kena double order payah
positif,sangat puas,sangat puas, sangat puas , puas ,['puas'],puas
positif,pastikan terbaik untuk pelanggan,pastikan terbaik untuk pelanggan, pastikan terbaik untuk pelanggan , pastikan terbaik pelanggan ,"['pastikan', 'terbaik', 'pelanggan']",pasti baik langgan
netral,"Dulu shopee memberikan akses/fitur kepada pembeli untuk bisa melakukan blokir kepada penjual dan sekarang pihak shopee sebagai pembeli tidak ada lagi fitur blokir untuk penjual,Dan seharusnya pihak shopee membuat semua adil dan seimbang dari pihak pembeli akses fitur blokir dihilangkan dan seharusnya dari pihak penjual juga dihilangkan akses fitur blokir,Karena dari pihak penjual di shopee bisa sesuka hati melakukan blokir secara sepihak kepada pembeli dengan seenaknya,Tidak ADIL pihak shopee!!!",dulu shopee memberikan aksesfitur kepada pembeli untuk bisa melakukan blokir kepada penjual dan sekarang pihak shopee sebagai pembeli tidak ada lagi fitur blokir untuk penjualdan seharusnya pihak shopee membuat semua adil dan seimbang dari pihak pembeli akses fitur blokir dihilangkan dan seharusnya dari pihak penjual juga dihilangkan akses fitur blokirkarena dari pihak penjual di shopee bisa sesuka hati melakukan blokir secara sepihak kepada pembeli dengan seenaknyatidak adil pihak shopee, dulu shopee memberikan aksesfitur kepada pembeli untuk bisa melakukan blokir kepada penjual dan sekarang pihak shopee sebagai pembeli tidak ada lagi fitur blokir untuk penjualdan seharusnya pihak shopee membuat semua adil dan seimbang dari pihak pembeli akses fitur blokir dihilangkan dan seharusnya dari pihak penjual juga dihilangkan akses fitur blokirkarena dari pihak penjual di shopee bisa sesuka hati melakukan blokir secara sepihak kepada pembeli dengan seenaknyatidak adil pihak shopee , dulu shopee memberikan aksesfitur pembeli melakukan blokir penjual sekarang pihak shopee pembeli ada fitur blokir penjualdan pihak shopee membuat semua adil seimbang pihak pembeli akses fitur blokir dihilangkan seharusnya pihak penjual dihilangkan akses fitur blokirkarena pihak penjual shopee bisa sesuka hati melakukan blokir sepihak pembeli seenaknyatidak adil pihak shopee ,"['dulu', 'shopee', 'memberikan', 'aksesfitur', 'pembeli', 'melakukan', 'blokir', 'penjual', 'sekarang', 'pihak', 'shopee', 'pembeli', 'ada', 'fitur', 'blokir', 'penjualdan', 'pihak', 'shopee', 'membuat', 'semua', 'adil', 'seimbang', 'pihak', 'pembeli', 'akses', 'fitur', 'blokir', 'dihilangkan', 'seharusnya', 'pihak', 'penjual', 'dihilangkan', 'akses', 'fitur', 'blokirkarena', 'pihak', 'penjual', 'shopee', 'bisa', 'sesuka', 'hati', 'melakukan', 'blokir', 'sepihak', 'pembeli', 'seenaknyatidak', 'adil', 'pihak', 'shopee']",dulu shopee beri aksesfitur beli laku blokir jual sekarang pihak shopee beli ada fitur blokir penjualdan pihak shopee buat semua adil imbang pihak beli akses fitur blokir hilang harus pihak jual hilang akses fitur blokirkarena pihak jual shopee bisa suka hati laku blokir pihak beli seenaknyatidak adil pihak shopee
positif,saya suka aplikasinya,saya suka aplikasinya, saya suka aplikasinya , suka aplikasinya ,"['suka', 'aplikasinya']",suka aplikasi
positif,ok matap,ok matap, ok matap , matap ,['matap'],matap
negatif,Bintang 1 aja sih cocoknya ini aps,bintang 1 aja sih cocoknya ini aps, bintang 1 aja sih cocoknya ini aps , bintang 1 aja sih cocoknya aps ,"['bintang', '1', 'aja', 'sih', 'cocoknya', 'aps']",bintang 1 aja sih cocok aps
positif,trimakasih aplikasinya,trimakasih aplikasinya, trimakasih aplikasinya , trimakasih aplikasinya ,"['trimakasih', 'aplikasinya']",trimakasih aplikasi
positif,membantu berbelanja,membantu berbelanja, membantu berbelanja , membantu berbelanja ,"['membantu', 'berbelanja']",bantu belanja
positif,mempermudah proses pembayaran,mempermudah proses pembayaran, mempermudah proses pembayaran , mempermudah proses pembayaran ,"['mempermudah', 'proses', 'pembayaran']",mudah proses bayar
positif,apk sangat membantu dan mudah digunakan sukses dan jaya untuk shopee..,apk sangat membantu dan mudah digunakan sukses dan jaya untuk shopee, apk sangat membantu dan mudah digunakan sukses dan jaya untuk shopee , apk membantu mudah digunakan sukses jaya shopee ,"['apk', 'membantu', 'mudah', 'digunakan', 'sukses', 'jaya', 'shopee']",apk bantu mudah guna sukses jaya shopee
positif,mantap,mantap, mantap , mantap ,['mantap'],mantap
netral,min tolong tambahkan bank CIMB niaga dong untuk metode pembayaran,min tolong tambahkan bank cimb niaga dong untuk metode pembayaran, min tolong tambahkan bank cimb niaga dong untuk metode pembayaran , min tambahkan bank cimb niaga dong metode pembayaran ,"['min', 'tambahkan', 'bank', 'cimb', 'niaga', 'dong', 'metode', 'pembayaran']",min tambah bank cimb niaga dong metode bayar
positif,"aplikasi belanja shopee sangat membantu sekali,, Jangan ragu beli di sini, mudah, hemat ,cepat. Sukses terus buat shopee.",aplikasi belanja shopee sangat membantu sekali jangan ragu beli di sini mudah hemat cepat sukses terus buat shopee, aplikasi belanja shopee sangat membantu sekali jangan ragu beli di sini mudah hemat cepat sukses terus buat shopee , aplikasi belanja shopee membantu sekali jangan ragu beli sini mudah hemat cepat sukses terus buat shopee ,"['aplikasi', 'belanja', 'shopee', 'membantu', 'sekali', 'jangan', 'ragu', 'beli', 'sini', 'mudah', 'hemat', 'cepat', 'sukses', 'terus', 'buat', 'shopee']",aplikasi belanja shopee bantu sekali jangan ragu beli sini mudah hemat cepat sukses terus buat shopee
negatif,"Shopee tolong fairplay, kenapa giliran seller curang rate ku disembunyikan. Harusnya ditelaah /dipelajari dulu siapa yg curang? Atau siapa yg salah ❌. Jangan langsung main sembunyikan rate dong.",shopee tolong fairplay kenapa giliran seller curang rate ku disembunyikan harusnya ditelaah dipelajari dulu siapa yg curang atau siapa yg salah jangan langsung main sembunyikan rate dong, shopee tolong fairplay kenapa giliran seller curang rate ku disembunyikan harusnya ditelaah dipelajari dulu siapa yang curang atau siapa yang salah jangan langsung main sembunyikan rate dong , shopee fairplay giliran seller curang rate ku disembunyikan harusnya ditelaah dipelajari dulu siapa curang siapa salah jangan langsung main sembunyikan rate dong ,"['shopee', 'fairplay', 'giliran', 'seller', 'curang', 'rate', 'ku', 'disembunyikan', 'harusnya', 'ditelaah', 'dipelajari', 'dulu', 'siapa', 'curang', 'siapa', 'salah', 'jangan', 'langsung', 'main', 'sembunyikan', 'rate', 'dong']",shopee fairplay gilir seller curang rate ku sembunyi harus telaah ajar dulu siapa curang siapa salah jangan langsung main sembunyi rate dong
netral,banyak pro d,banyak pro d, banyak pro d , pro d ,"['pro', 'd']",pro d
positif,terimakasih saldonya bisa ditarik benar,terimakasih saldonya bisa ditarik benar, terimakasih saldonya bisa ditarik benar , terimakasih saldonya ditarik benar ,"['terimakasih', 'saldonya', 'ditarik', 'benar']",terimakasih saldo tarik benar
positif,memuaskan,memuaskan, memuaskan , memuaskan ,['memuaskan'],muas
positif,"wajib donload sih,keren bmgt apk nya,cara pembayaran nya gampang, kslo cod tinggal qris,mudah bngt pemesannya ga ribet,mudah di mengerti,selalu bikin puas,, mau cari apa aja pasti ad di shope,,shope emang keren😚",wajib donload sihkeren bmgt apk nyacara pembayaran nya gampang kslo cod tinggal qrismudah bngt pemesannya ga ribetmudah di mengertiselalu bikin puas mau cari apa aja pasti ad di shopeshope emang keren, wajib donload sihkeren bmgt apk nyacara pembayaran nya gampang kslo cod tinggal qrismudah bngt pemesannya tidak ribetmudah di mengertiselalu bikin puas mau cari apa aja pasti ad di shopeshope emang keren , wajib donload sihkeren bmgt apk nyacara pembayaran nya gampang kslo cod tinggal qrismudah bngt pemesannya ribetmudah mengertiselalu bikin puas mau cari aja ad shopeshope emang keren ,"['wajib', 'donload', 'sihkeren', 'bmgt', 'apk', 'nyacara', 'pembayaran', 'nya', 'gampang', 'kslo', 'cod', 'tinggal', 'qrismudah', 'bngt', 'pemesannya', 'ribetmudah', 'mengertiselalu', 'bikin', 'puas', 'mau', 'cari', 'aja', 'ad', 'shopeshope', 'emang', 'keren']",wajib donload sihkeren bmgt apk nyacara bayar nya gampang kslo cod tinggal qrismudah bngt mes ribetmudah mengertiselalu bikin puas mau cari aja ad shopeshope emang keren
negatif,aplikasi tolol,aplikasi tolol, aplikasi tolol , aplikasi tolol ,"['aplikasi', 'tolol']",aplikasi tolol
negatif,pasti awal bulan banyak bag susah liat kokon komen Spil barang susah,pasti awal bulan banyak bag susah liat kokon komen spil barang susah, pasti awal bulan banyak bag susah liat kokon komen spil barang susah , awal bulan bag susah liat kokon komen spil barang susah ,"['awal', 'bulan', 'bag', 'susah', 'liat', 'kokon', 'komen', 'spil', 'barang', 'susah']",awal bulan bag susah liat kokon komen spil barang susah
positif,baguss sii,baguss sii, baguss sii , baguss sii ,"['baguss', 'sii']",baguss sii
positif,"terima kasih sopee belanja online jadi menyenangkan, semua ada di sini",terima kasih sopee belanja online jadi menyenangkan semua ada di sini, terima kasih sopee belanja online jadi menyenangkan semua ada di sini , terima kasih sopee belanja online jadi menyenangkan semua di sini ,"['terima', 'kasih', 'sopee', 'belanja', 'online', 'jadi', 'menyenangkan', 'semua', 'di', 'sini']",terima kasih sopee belanja online jadi senang semua di sini
netral,"hai yang baca komen gw , baca aja bang gw gabut",hai yang baca komen gw baca aja bang gw gabut, hai yang baca komen gw baca aja bang gw gabut , hai baca komen gw baca aja bang gw gabut ,"['hai', 'baca', 'komen', 'gw', 'baca', 'aja', 'bang', 'gw', 'gabut']",hai baca komen gw baca aja bang gw gabut
positif,"sangat membantu , mudah mengaksesnya gak ribet ...",sangat membantu mudah mengaksesnya gak ribet, sangat membantu mudah mengaksesnya tidak ribet , membantu mudah mengaksesnya ribet ,"['membantu', 'mudah', 'mengaksesnya', 'ribet']",bantu mudah akses ribet
negatif,"SUNGGUH MENGECEWAKAN DAN SANGAT BURUK PELAYANAN CUSTOMER SERVICE KALIAN, KALIAN KAN PUNYA TEAM IT YG BAGUS DAN KALIAN PERUSHAAN BESAR, CUMA KARENA 150RIBU, KALIAN TIDAK BISA MENCARI CASE SEPERTI INI, BURUK DAN SANGAT BURUK, SUNGGUH MENGECEWAKAN, ZERO PELAYANAN",sungguh mengecewakan dan sangat buruk pelayanan customer service kalian kalian kan punya team it yg bagus dan kalian perushaan besar cuma karena 150ribu kalian tidak bisa mencari case seperti ini buruk dan sangat buruk sungguh mengecewakan zero pelayanan, sungguh mengecewakan dan sangat buruk pelayanan customer service kalian kalian kan punya team it yang bagus dan kalian perushaan besar cuma karena 150ribu kalian tidak bisa mencari case seperti ini buruk dan sangat buruk sungguh mengecewakan zero pelayanan , sungguh mengecewakan sangat buruk pelayanan customer service kan punya team it bagus kalian perushaan besar cuma 150ribu kalian tidak mencari case ini buruk sangat buruk sungguh mengecewakan zero pelayanan ,"['sungguh', 'mengecewakan', 'sangat', 'buruk', 'pelayanan', 'customer', 'service', 'kan', 'punya', 'team', 'it', 'bagus', 'kalian', 'perushaan', 'besar', 'cuma', '150ribu', 'kalian', 'tidak', 'mencari', 'case', 'ini', 'buruk', 'sangat', 'buruk', 'sungguh', 'mengecewakan', 'zero', 'pelayanan']",sungguh kecewa sangat buruk layan customer service kan punya team it bagus kalian perushaan besar cuma 150ribu kalian tidak cari case ini buruk sangat buruk sungguh kecewa zero layan
positif,ok...👍,ok, ok , ,[],
positif,bnyak brang yg d jual sangat membantu,bnyak brang yg d jual sangat membantu, bnyak brang yang d jual sangat membantu , bnyak brang d jual membantu ,"['bnyak', 'brang', 'd', 'jual', 'membantu']",bnyak brang d jual bantu
negatif,"tolong respon yg cepat, pembelian paket data sdh 24 jam gak masuk2, pending terus mau hub CS ribet bgt",tolong respon yg cepat pembelian paket data sdh 24 jam gak masuk2 pending terus mau hub cs ribet bgt, tolong respon yang cepat pembelian paket data sdh 24 jam tidak masuk2 pending terus mau hub cs ribet bgt , respon cepat pembelian paket data sdh 24 jam masuk2 pending terus mau hub cs ribet bgt ,"['respon', 'cepat', 'pembelian', 'paket', 'data', 'sdh', '24', 'jam', 'masuk2', 'pending', 'terus', 'mau', 'hub', 'cs', 'ribet', 'bgt']",respon cepat beli paket data sdh 24 jam masuk2 pending terus mau hub cs ribet bgt
positif,sangat membantu sekali,sangat membantu sekali, sangat membantu sekali , membantu sekali ,"['membantu', 'sekali']",bantu sekali
positif,mantap jiwa 👍👍👍,mantap jiwa, mantap jiwa , mantap jiwa ,"['mantap', 'jiwa']",mantap jiwa
positif,sangat baguss,sangat baguss, sangat baguss , baguss ,['baguss'],baguss
netral,kalo maslaha pemesanan bagus cuma tolong itu kalo mau bikin akun susah banget ribet jadi tolong di permudah itu saja🙏,kalo maslaha pemesanan bagus cuma tolong itu kalo mau bikin akun susah banget ribet jadi tolong di permudah itu saja, kalo maslaha pemesanan bagus cuma tolong itu kalo mau bikin akun susah banget ribet jadi tolong di permudah itu saja , kalo maslaha pemesanan bagus cuma kalo mau bikin akun susah banget ribet jadi di permudah itu saja ,"['kalo', 'maslaha', 'pemesanan', 'bagus', 'cuma', 'kalo', 'mau', 'bikin', 'akun', 'susah', 'banget', 'ribet', 'jadi', 'di', 'permudah', 'itu', 'saja']",kalo maslaha mesan bagus cuma kalo mau bikin akun susah banget ribet jadi di mudah itu saja
