label,content,clean,norm,stop,token,stem
positif,ok,ok, ok , ,[],
negatif,Sudah tidak mau pakai lazada lagi 3x sy belanja barang dan barang yg datang sangat tidak sesuai dgn postingan.. apakah lazada tdk punya kebijakan atau apalah itu untuk mencegah para penipu yg berjualan di aplikasi ini? sangat2 kecewa,sudah tidak mau pakai lazada lagi 3x sy belanja barang dan barang yg datang sangat tidak sesuai dgn postingan apakah lazada tdk punya kebijakan atau apalah itu untuk mencegah para penipu yg berjualan di aplikasi ini sangat2 kecewa, sudah tidak mau pakai lazada lagi 3x sy belanja barang dan barang yang datang sangat tidak sesuai dgn postingan apakah lazada tidak punya kebijakan atau apalah itu untuk mencegah para penipu yang berjualan di aplikasi ini sangat2 kecewa , mau pakai lazada 3x sy belanja barang barang datang tidak sesuai dgn postingan lazada tidak punya kebijakan apalah untuk mencegah penipu berjualan aplikasi sangat2 kecewa ,"['mau', 'pakai', 'lazada', '3x', 'sy', 'belanja', 'barang', 'barang', 'datang', 'tidak', 'sesuai', 'dgn', 'postingan', 'lazada', 'tidak', 'punya', 'kebijakan', 'apalah', 'untuk', 'mencegah', 'penipu', 'berjualan', 'aplikasi', 'sangat2', 'kecewa']",mau pakai lazada 3x sy belanja barang barang datang tidak sesuai dgn postingan lazada tidak punya bijak apa untuk cegah tipu jual aplikasi sangat2 kecewa
negatif,apk g jelas anjinggg mau login malah pelanggaran pelanggaran pernah login aja kaga pukii,apk g jelas anjinggg mau login malah pelanggaran pelanggaran pernah login aja kaga pukii, apk g jelas anjinggg mau login malah pelanggaran pelanggaran pernah login aja kaga pukii , apk g jelas anjinggg mau login malah pelanggaran pelanggaran pernah login aja kaga pukii ,"['apk', 'g', 'jelas', 'anjinggg', 'mau', 'login', 'malah', 'pelanggaran', 'pelanggaran', 'pernah', 'login', 'aja', 'kaga', 'pukii']",apk g jelas anjinggg mau login malah langgar langgar pernah login aja kaga puki
negatif,tidak teliti.tidak sesuai pesanan.tiap beli d lazada gak sesuai.kurang teliti toko.gak amanah .liat dulu pesanan nya.jngan asal aj .klo habis stok.batalin.jng d ganti barang lain. mau jualan apa mau nipu.udah mls sya belanja d lazada. tiap beli gk sesuai. bilang ny sesuai .yg datang gk sesuai..sya unilstal aj apk nya.gak amanah toko nya.mls,tidak telititidak sesuai pesanantiap beli d lazada gak sesuaikurang teliti tokogak amanah liat dulu pesanan nyajngan asal aj klo habis stokbatalinjng d ganti barang lain mau jualan apa mau nipuudah mls sya belanja d lazada tiap beli gk sesuai bilang ny sesuai yg datang gk sesuaisya unilstal aj apk nyagak amanah toko nyamls, tidak telititidak sesuai pesanantiap beli d lazada tidak sesuaikurang teliti tokogak amanah liat dulu pesanan nyajngan asal aj klo habis stokbatalinjng d ganti barang lain mau jualan apa mau nipuudah mls sya belanja d lazada tiap beli gk sesuai bilang ny sesuai yang datang gk sesuaisya unilstal aj apk nyagak amanah toko nyamls , telititidak sesuai pesanantiap beli d lazada sesuaikurang teliti tokogak amanah liat dulu pesanan nyajngan asal aj klo habis stokbatalinjng d ganti barang mau jualan mau nipuudah mls sya belanja d lazada tiap beli gk sesuai bilang ny sesuai datang gk sesuaisya unilstal aj apk nyagak amanah toko nyamls ,"['telititidak', 'sesuai', 'pesanantiap', 'beli', 'd', 'lazada', 'sesuaikurang', 'teliti', 'tokogak', 'amanah', 'liat', 'dulu', 'pesanan', 'nyajngan', 'asal', 'aj', 'klo', 'habis', 'stokbatalinjng', 'd', 'ganti', 'barang', 'mau', 'jualan', 'mau', 'nipuudah', 'mls', 'sya', 'belanja', 'd', 'lazada', 'tiap', 'beli', 'gk', 'sesuai', 'bilang', 'ny', 'sesuai', 'datang', 'gk', 'sesuaisya', 'unilstal', 'aj', 'apk', 'nyagak', 'amanah', 'toko', 'nyamls']",telititidak sesuai pesanantiap beli d lazada sesuaikurang teliti tokogak amanah liat dulu pesan nyajngan asal aj klo habis stokbatalinjng d ganti barang mau jual mau nipuudah mls sya belanja d lazada tiap beli gk sesuai bilang ny sesuai datang gk sesuaisya unilstal aj apk nyagak amanah toko nyamls
positif,bagus,bagus, bagus , bagus ,['bagus'],bagus
positif,mudah dan amanah,mudah dan amanah, mudah dan amanah , mudah amanah ,"['mudah', 'amanah']",mudah amanah
netral,siang cuaca yang kurang mendukung,siang cuaca yang kurang mendukung, siang cuaca yang kurang mendukung , siang cuaca kurang mendukung ,"['siang', 'cuaca', 'kurang', 'mendukung']",siang cuaca kurang dukung
positif,sangat bagus,sangat bagus, sangat bagus , bagus ,['bagus'],bagus
positif,mnatap,mnatap, mnatap , mnatap ,['mnatap'],mnatap
positif,rekomendasi belanja online,rekomendasi belanja online, rekomendasi belanja online , rekomendasi belanja online ,"['rekomendasi', 'belanja', 'online']",rekomendasi belanja online
negatif,"pembayaran paylater makin susah aja,harusnya bisa qris,,ini malah dana juga ngga bisa..payah",pembayaran paylater makin susah ajaharusnya bisa qrisini malah dana juga ngga bisapayah, pembayaran paylater makin susah ajaharusnya bisa qrisini malah dana juga tidak bisapayah , pembayaran paylater makin susah ajaharusnya qrisini malah dana tidak bisapayah ,"['pembayaran', 'paylater', 'makin', 'susah', 'ajaharusnya', 'qrisini', 'malah', 'dana', 'tidak', 'bisapayah']",bayar paylater makin susah ajaharusnya qrisini malah dana tidak bisapayah
positif,mantap,mantap, mantap , mantap ,['mantap'],mantap
negatif,ongkirnyalebih mahall,ongkirnyalebih mahall, ongkirnyalebih mahall , ongkirnyalebih mahall ,"['ongkirnyalebih', 'mahall']",ongkirnyalebih mahall
negatif,Lazada aplikasi belanja penipu saat saya belanja bayar dulu. uang saya tidak kembali. senilai 600.000,lazada aplikasi belanja penipu saat saya belanja bayar dulu uang saya tidak kembali senilai 600000, lazada aplikasi belanja penipu saat saya belanja bayar dulu uang saya tidak kembali senilai 600000 , lazada aplikasi belanja penipu belanja bayar dulu uang saya tidak senilai 600000 ,"['lazada', 'aplikasi', 'belanja', 'penipu', 'belanja', 'bayar', 'dulu', 'uang', 'saya', 'tidak', 'senilai', '600000']",lazada aplikasi belanja tipu belanja bayar dulu uang saya tidak nila 600000
negatif,"lazada adalah aplikasi belanja online paling cacat yg pernah saya tmukan , saya pernah pesan amplifier bluetooth,yang dikirim botol minuman Cleo😂 kalo dishope teman pernah alamin hal yang sama ,pihak shope langsung blokir permanen sipenjual dan uang kmbli ,beda cerita dilazada ,tidak ada tindakan apa² untuk penjual yg tidak amanah, bintang 0 untuk aplikasi lazada ,diulasan saya kasih bintang 5 agar naik dan bisa dibaca penguna baru ,sblm menyesal kedepan karena salah memilih aplikasi belanja 🙏",lazada adalah aplikasi belanja online paling cacat yg pernah saya tmukan saya pernah pesan amplifier bluetoothyang dikirim botol minuman cleo kalo dishope teman pernah alamin hal yang sama pihak shope langsung blokir permanen sipenjual dan uang kmbli beda cerita dilazada tidak ada tindakan apa untuk penjual yg tidak amanah bintang 0 untuk aplikasi lazada diulasan saya kasih bintang 5 agar naik dan bisa dibaca penguna baru sblm menyesal kedepan karena salah memilih aplikasi belanja, lazada adalah aplikasi belanja online paling cacat yang pernah saya tmukan saya pernah pesan amplifier bluetoothyang dikirim botol minuman cleo kalo dishope teman pernah alamin hal yang sama pihak shope langsung blokir permanen sipenjual dan uang kmbli beda cerita dilazada tidak ada tindakan apa untuk penjual yang tidak amanah bintang 0 untuk aplikasi lazada diulasan saya kasih bintang 5 agar naik dan bisa dibaca penguna baru sblm menyesal kedepan karena salah memilih aplikasi belanja , lazada aplikasi belanja online paling cacat pernah tmukan pernah pesan amplifier bluetoothyang dikirim botol minuman cleo kalo dishope teman pernah alamin sama pihak shope langsung blokir permanen sipenjual uang kmbli beda cerita dilazada ada tindakan penjual yang tidak amanah bintang 0 untuk aplikasi lazada diulasan kasih bintang 5 naik bisa dibaca penguna sblm menyesal kedepan salah memilih aplikasi belanja ,"['lazada', 'aplikasi', 'belanja', 'online', 'paling', 'cacat', 'pernah', 'tmukan', 'pernah', 'pesan', 'amplifier', 'bluetoothyang', 'dikirim', 'botol', 'minuman', 'cleo', 'kalo', 'dishope', 'teman', 'pernah', 'alamin', 'sama', 'pihak', 'shope', 'langsung', 'blokir', 'permanen', 'sipenjual', 'uang', 'kmbli', 'beda', 'cerita', 'dilazada', 'ada', 'tindakan', 'penjual', 'yang', 'tidak', 'amanah', 'bintang', '0', 'untuk', 'aplikasi', 'lazada', 'diulasan', 'kasih', 'bintang', '5', 'naik', 'bisa', 'dibaca', 'penguna', 'sblm', 'menyesal', 'kedepan', 'salah', 'memilih', 'aplikasi', 'belanja']",lazada aplikasi belanja online paling cacat pernah tmukan pernah pesan amplifier bluetoothyang kirim botol minum cleo kalo dishope teman pernah alamin sama pihak shope langsung blokir permanen sipenjual uang kmbli beda cerita dilazada ada tindak jual yang tidak amanah bintang 0 untuk aplikasi lazada ulas kasih bintang 5 naik bisa baca penguna sblm sesal depan salah pilih aplikasi belanja
negatif,"pengiriman nya lama,, sekarang kadang malah di batalin oleh sistem",pengiriman nya lama sekarang kadang malah di batalin oleh sistem, pengiriman nya lama sekarang kadang malah di batalin oleh sistem , pengiriman nya lama sekarang kadang malah batalin sistem ,"['pengiriman', 'nya', 'lama', 'sekarang', 'kadang', 'malah', 'batalin', 'sistem']",kirim nya lama sekarang kadang malah batalin sistem
positif,"Aplikasinya mudah dan harga murah, sejauh ini belanja disini hampir selalu puas, ya walau ada sedikit seller yang kurang memuaskan. Tapi masih aman laa banyakan yang memuaskan, pembayaran juga beragam, tingkatkan terus performanya ya",aplikasinya mudah dan harga murah sejauh ini belanja disini hampir selalu puas ya walau ada sedikit seller yang kurang memuaskan tapi masih aman laa banyakan yang memuaskan pembayaran juga beragam tingkatkan terus performanya ya, aplikasinya mudah dan harga murah sejauh ini belanja disini hampir selalu puas ya walau ada sedikit seller yang kurang memuaskan tapi masih aman laa banyakan yang memuaskan pembayaran juga beragam tingkatkan terus performanya ya , aplikasinya mudah harga murah sejauh belanja disini hampir selalu puas walau sedikit seller kurang memuaskan masih aman laa banyakan memuaskan pembayaran beragam tingkatkan terus performanya ,"['aplikasinya', 'mudah', 'harga', 'murah', 'sejauh', 'belanja', 'disini', 'hampir', 'selalu', 'puas', 'walau', 'sedikit', 'seller', 'kurang', 'memuaskan', 'masih', 'aman', 'laa', 'banyakan', 'memuaskan', 'pembayaran', 'beragam', 'tingkatkan', 'terus', 'performanya']",aplikasi mudah harga murah jauh belanja sini hampir selalu puas walau sedikit seller kurang muas masih aman laa banyak muas bayar agam tingkat terus performa
negatif,"panen event dapet vc 15k tapi gabisa di pake, udah chat cs engga membatu sama sekali. buat apa ngasih hadiah kalo ga bisa di pake",panen event dapet vc 15k tapi gabisa di pake udah chat cs engga membatu sama sekali buat apa ngasih hadiah kalo ga bisa di pake, panen event dapet vc 15k tapi gabisa di pake udah chat cs engga membatu sama sekali buat apa ngasih hadiah kalo tidak bisa di pake , panen event dapet vc 15k gabisa pake udah chat cs engga membatu sama sekali buat ngasih hadiah kalo bisa pake ,"['panen', 'event', 'dapet', 'vc', '15k', 'gabisa', 'pake', 'udah', 'chat', 'cs', 'engga', 'membatu', 'sama', 'sekali', 'buat', 'ngasih', 'hadiah', 'kalo', 'bisa', 'pake']",panen event dapet vc 15k gabisa pake udah chat cs engga batu sama sekali buat ngasih hadiah kalo bisa pake
negatif,saya heran lazada skarang harga smakin tinggi selisih 10% dari sebelah dan sekarang ongkir ny mahal.... jd gx pernah blanja skarang di lazada....,saya heran lazada skarang harga smakin tinggi selisih 10 dari sebelah dan sekarang ongkir ny mahal jd gx pernah blanja skarang di lazada, saya heran lazada skarang harga smakin tinggi selisih 10 dari sebelah dan sekarang ongkir ny mahal jd gx pernah blanja skarang di lazada , heran lazada skarang harga smakin tinggi selisih 10 sebelah sekarang ongkir ny mahal jd gx pernah blanja skarang lazada ,"['heran', 'lazada', 'skarang', 'harga', 'smakin', 'tinggi', 'selisih', '10', 'sebelah', 'sekarang', 'ongkir', 'ny', 'mahal', 'jd', 'gx', 'pernah', 'blanja', 'skarang', 'lazada']",heran lazada skarang harga smakin tinggi selisih 10 belah sekarang ongkir ny mahal jd gx pernah blanja skarang lazada
positif,mantap,mantap, mantap , mantap ,['mantap'],mantap
negatif,bisa gak sih iklan nya gausah langsung bikin saya masuk ke lazada? saya lagi nonton drama jadi susah nyebelin tau,bisa gak sih iklan nya gausah langsung bikin saya masuk ke lazada saya lagi nonton drama jadi susah nyebelin tau, bisa tidak sih iklan nya gausah langsung bikin saya masuk ke lazada saya lagi nonton drama jadi susah nyebelin tau , tidak sih iklan nya gausah langsung bikin masuk lazada lagi nonton drama jadi susah nyebelin tau ,"['tidak', 'sih', 'iklan', 'nya', 'gausah', 'langsung', 'bikin', 'masuk', 'lazada', 'lagi', 'nonton', 'drama', 'jadi', 'susah', 'nyebelin', 'tau']",tidak sih iklan nya gausah langsung bikin masuk lazada lagi nonton drama jadi susah nyebelin tau
positif,lazada yang paling ku andalkan the best markotop semoga tidak mengecewakan pelanggan 👍👍👍,lazada yang paling ku andalkan the best markotop semoga tidak mengecewakan pelanggan, lazada yang paling ku andalkan the best markotop semoga tidak mengecewakan pelanggan , lazada paling ku andalkan the best markotop semoga mengecewakan pelanggan ,"['lazada', 'paling', 'ku', 'andalkan', 'the', 'best', 'markotop', 'semoga', 'mengecewakan', 'pelanggan']",lazada paling ku andal the best markotop moga kecewa langgan
positif,sangat bagus produknya,sangat bagus produknya, sangat bagus produknya , bagus produknya ,"['bagus', 'produknya']",bagus produk
positif,"aplikasinya ringan, pengiriman Lex id lumayan cepat, gratis ongkir belum sampai 100% jika luar kota dan provinsi",aplikasinya ringan pengiriman lex id lumayan cepat gratis ongkir belum sampai 100 jika luar kota dan provinsi, aplikasinya ringan pengiriman lex id lumayan cepat gratis ongkir belum sampai 100 jika luar kota dan provinsi , aplikasinya ringan pengiriman lex id lumayan cepat gratis ongkir sampai 100 luar kota provinsi ,"['aplikasinya', 'ringan', 'pengiriman', 'lex', 'id', 'lumayan', 'cepat', 'gratis', 'ongkir', 'sampai', '100', 'luar', 'kota', 'provinsi']",aplikasi ringan kirim lex id lumayan cepat gratis ongkir sampai 100 luar kota provinsi
negatif,"buat akun kayak ngelamar kerja, buruk!!",buat akun kayak ngelamar kerja buruk, buat akun kayak ngelamar kerja buruk , buat akun kayak ngelamar kerja buruk ,"['buat', 'akun', 'kayak', 'ngelamar', 'kerja', 'buruk']",buat akun kayak ngelamar kerja buruk
netral,Ada apa dengan lazada,ada apa dengan lazada, ada apa dengan lazada , apa lazada ,"['apa', 'lazada']",apa lazada
positif,baik sekali,baik sekali, baik sekali , sekali ,['sekali'],sekali
positif,mantap,mantap, mantap , mantap ,['mantap'],mantap
negatif,banyak barang tidak sesuai,banyak barang tidak sesuai, banyak barang tidak sesuai , barang sesuai ,"['barang', 'sesuai']",barang sesuai
positif,mantap,mantap, mantap , mantap ,['mantap'],mantap
positif,ok,ok, ok , ,[],
netral,say mau secara geratis pocerr ini di aktipkn superti Biya Sanja say sudah bergabung di Garuda Indonesia ya kawan ku bohong di aktipkn tiyap hari ya trmkasih ya,say mau secara geratis pocerr ini di aktipkn superti biya sanja say sudah bergabung di garuda indonesia ya kawan ku bohong di aktipkn tiyap hari ya trmkasih ya, say mau secara geratis pocerr ini di aktipkn superti biya sanja say sudah bergabung di garuda indonesia ya kawan ku bohong di aktipkn tiyap hari ya trmkasih ya , say mau geratis pocerr aktipkn superti biya sanja say bergabung garuda indonesia kawan ku bohong di aktipkn tiyap hari trmkasih ,"['say', 'mau', 'geratis', 'pocerr', 'aktipkn', 'superti', 'biya', 'sanja', 'say', 'bergabung', 'garuda', 'indonesia', 'kawan', 'ku', 'bohong', 'di', 'aktipkn', 'tiyap', 'hari', 'trmkasih']",say mau gerat pocerr aktipkn superti biya sanja say gabung garuda indonesia kawan ku bohong di aktipkn tiyap hari trmkasih
positif,Oke,oke, oke , oke ,['oke'],oke
negatif,"lazada tak punya pengiriman sendiri, harga barang cepat ber ubah ubah, kadang harga tinggi kadang rendah.",lazada tak punya pengiriman sendiri harga barang cepat ber ubah ubah kadang harga tinggi kadang rendah, lazada tak punya pengiriman sendiri harga barang cepat ber ubah ubah kadang harga tinggi kadang rendah , lazada tak punya pengiriman sendiri harga barang cepat ber ubah ubah kadang harga tinggi kadang rendah ,"['lazada', 'tak', 'punya', 'pengiriman', 'sendiri', 'harga', 'barang', 'cepat', 'ber', 'ubah', 'ubah', 'kadang', 'harga', 'tinggi', 'kadang', 'rendah']",lazada tak punya kirim sendiri harga barang cepat ber ubah ubah kadang harga tinggi kadang rendah
netral,kasih yg sempurna buat yg istimwa,kasih yg sempurna buat yg istimwa, kasih yang sempurna buat yang istimwa , kasih sempurna buat istimwa ,"['kasih', 'sempurna', 'buat', 'istimwa']",kasih sempurna buat istimwa
positif,lazada muantap coy sangat berguna buat masyarakat buanyakkkkkkk,lazada muantap coy sangat berguna buat masyarakat buanyakkkkkkk, lazada muantap coy sangat berguna buat masyarakat buanyakkkkkkk , lazada muantap coy berguna buat masyarakat buanyakkkkkkk ,"['lazada', 'muantap', 'coy', 'berguna', 'buat', 'masyarakat', 'buanyakkkkkkk']",lazada muantap coy guna buat masyarakat buanyakkkkkkk
negatif,"fitur nya sudah bagus ada potongan dengan lazkoin, tapi tolong dong buat pihak lazada kasih kami gratis ongkir, min dibawah 50 RB, skrang ini gratis ongkir nya mahal sekali min 115rb itupun hanya di potong 10rb, lama lama bisa pindah ke e-commerce sebelah, padahal sedang senang senang nya belanja di lazada",fitur nya sudah bagus ada potongan dengan lazkoin tapi tolong dong buat pihak lazada kasih kami gratis ongkir min dibawah 50 rb skrang ini gratis ongkir nya mahal sekali min 115rb itupun hanya di potong 10rb lama lama bisa pindah ke ecommerce sebelah padahal sedang senang senang nya belanja di lazada, fitur nya sudah bagus ada potongan dengan lazkoin tapi tolong dong buat pihak lazada kasih kami gratis ongkir min dibawah 50 rb skrang ini gratis ongkir nya mahal sekali min 115rb itupun hanya di potong 10rb lama lama bisa pindah ke ecommerce sebelah padahal sedang senang senang nya belanja di lazada , fitur nya bagus potongan lazkoin tolong dong buat pihak lazada kasih gratis ongkir min dibawah 50 rb skrang gratis ongkir nya mahal sekali min 115rb itupun potong 10rb lama lama pindah ecommerce sebelah padahal senang senang nya belanja di lazada ,"['fitur', 'nya', 'bagus', 'potongan', 'lazkoin', 'tolong', 'dong', 'buat', 'pihak', 'lazada', 'kasih', 'gratis', 'ongkir', 'min', 'dibawah', '50', 'rb', 'skrang', 'gratis', 'ongkir', 'nya', 'mahal', 'sekali', 'min', '115rb', 'itupun', 'potong', '10rb', 'lama', 'lama', 'pindah', 'ecommerce', 'sebelah', 'padahal', 'senang', 'senang', 'nya', 'belanja', 'di', 'lazada']",fitur nya bagus potong lazkoin tolong dong buat pihak lazada kasih gratis ongkir min bawah 50 rb skrang gratis ongkir nya mahal sekali min 115rb itu potong 10rb lama lama pindah ecommerce belah padahal senang senang nya belanja di lazada
positif,Setiap kali pesan barangnya selalu sesuai harapan,setiap kali pesan barangnya selalu sesuai harapan, setiap kali pesan barangnya selalu sesuai harapan , kali pesan barangnya selalu sesuai harapan ,"['kali', 'pesan', 'barangnya', 'selalu', 'sesuai', 'harapan']",kali pesan barang selalu sesuai harap
positif,oke,oke, oke , oke ,['oke'],oke
positif,bagus.,bagus, bagus , bagus ,['bagus'],bagus
positif,Lazada banyak promonya.. 👍,lazada banyak promonya, lazada banyak promonya , lazada promonya ,"['lazada', 'promonya']",lazada promonya
positif,mantap,mantap, mantap , mantap ,['mantap'],mantap
negatif,"ongkirnya selalu mahal ,pdhal belanja lebih dari 40rb,pdahal selalu laganganan belanja di apk ini. masih kena ongkir. terus pesanan juga pada lama² gak sesuai waktu,",ongkirnya selalu mahal pdhal belanja lebih dari 40rbpdahal selalu laganganan belanja di apk ini masih kena ongkir terus pesanan juga pada lama gak sesuai waktu, ongkirnya selalu mahal pdhal belanja lebih dari 40rbpdahal selalu laganganan belanja di apk ini masih kena ongkir terus pesanan juga pada lama tidak sesuai waktu , ongkirnya selalu mahal pdhal belanja dari 40rbpdahal selalu laganganan belanja apk masih kena ongkir terus pesanan pada lama sesuai waktu ,"['ongkirnya', 'selalu', 'mahal', 'pdhal', 'belanja', 'dari', '40rbpdahal', 'selalu', 'laganganan', 'belanja', 'apk', 'masih', 'kena', 'ongkir', 'terus', 'pesanan', 'pada', 'lama', 'sesuai', 'waktu']",ongkirnya selalu mahal pdhal belanja dari 40rbpdahal selalu laganganan belanja apk masih kena ongkir terus pesan pada lama sesuai waktu
positif,senang belanja lazada,senang belanja lazada, senang belanja lazada , senang belanja lazada ,"['senang', 'belanja', 'lazada']",senang belanja lazada
positif,"mantap ada, gratis ongkirnya",mantap ada gratis ongkirnya, mantap ada gratis ongkirnya , mantap gratis ongkirnya ,"['mantap', 'gratis', 'ongkirnya']",mantap gratis ongkirnya
positif,keren,keren, keren , keren ,['keren'],keren
negatif,book=buku keep=menyimpan bokep=jepang,bookbuku keepmenyimpan bokepjepang, bookbuku keepmenyimpan bokepjepang , bookbuku keepmenyimpan bokepjepang ,"['bookbuku', 'keepmenyimpan', 'bokepjepang']",bookbuku keepmenyimpan bokepjepang
netral,godd,godd, godd , godd ,['godd'],godd
positif,lazada fresh & smooth,lazada fresh smooth, lazada fresh smooth , lazada fresh smooth ,"['lazada', 'fresh', 'smooth']",lazada fresh smooth
netral,tiga dlu KLO bagus tambah lagi,tiga dlu klo bagus tambah lagi, tiga dlu klo bagus tambah lagi , tiga dlu klo bagus tambah ,"['tiga', 'dlu', 'klo', 'bagus', 'tambah']",tiga dlu klo bagus tambah
negatif,"Dengan dukungan AI layanan Lazada malah semakin menjengkelkan, respon aplikasi dan seller jadi semakin lambat dan lama. Contoh : 1. Saya tanya pesanan beberapa barang, shop asistant menjawab pesanan saya akan tiba pada tgl. 30 Agustus 2025 padahal hari sudah tanggal 31 Aguatus 2025. 2. Setelah tanya pesanan lewat chatt muncul notifikasi, pesanan anda akan dibatalkan pada tgl. 15 bulan berikutnya. Masa konsumen harus menunggu sampai 2 minggu lebih / setengah bulan ? Inikah dukungan AI ???",dengan dukungan ai layanan lazada malah semakin menjengkelkan respon aplikasi dan seller jadi semakin lambat dan lama contoh 1 saya tanya pesanan beberapa barang shop asistant menjawab pesanan saya akan tiba pada tgl 30 agustus 2025 padahal hari sudah tanggal 31 aguatus 2025 2 setelah tanya pesanan lewat chatt muncul notifikasi pesanan anda akan dibatalkan pada tgl 15 bulan berikutnya masa konsumen harus menunggu sampai 2 minggu lebih setengah bulan inikah dukungan ai, dengan dukungan ai layanan lazada malah semakin menjengkelkan respon aplikasi dan seller jadi semakin lambat dan lama contoh 1 saya tanya pesanan beberapa barang shop asistant menjawab pesanan saya akan tiba pada tgl 30 agustus 2025 padahal hari sudah tanggal 31 aguatus 2025 2 setelah tanya pesanan lewat chatt muncul notifikasi pesanan anda akan dibatalkan pada tgl 15 bulan berikutnya masa konsumen harus menunggu sampai 2 minggu lebih setengah bulan inikah dukungan ai , dukungan ai layanan lazada malah semakin menjengkelkan respon aplikasi seller jadi semakin lambat lama contoh 1 tanya pesanan barang shop asistant menjawab pesanan akan tiba tgl 30 agustus 2025 padahal hari tanggal 31 aguatus 2025 2 tanya pesanan lewat chatt muncul notifikasi pesanan akan dibatalkan tgl 15 bulan berikutnya masa konsumen menunggu 2 minggu setengah bulan inikah dukungan ai ,"['dukungan', 'ai', 'layanan', 'lazada', 'malah', 'semakin', 'menjengkelkan', 'respon', 'aplikasi', 'seller', 'jadi', 'semakin', 'lambat', 'lama', 'contoh', '1', 'tanya', 'pesanan', 'barang', 'shop', 'asistant', 'menjawab', 'pesanan', 'akan', 'tiba', 'tgl', '30', 'agustus', '2025', 'padahal', 'hari', 'tanggal', '31', 'aguatus', '2025', '2', 'tanya', 'pesanan', 'lewat', 'chatt', 'muncul', 'notifikasi', 'pesanan', 'akan', 'dibatalkan', 'tgl', '15', 'bulan', 'berikutnya', 'masa', 'konsumen', 'menunggu', '2', 'minggu', 'setengah', 'bulan', 'inikah', 'dukungan', 'ai']",dukung ai layan lazada malah makin jengkel respon aplikasi seller jadi makin lambat lama contoh 1 tanya pesan barang shop asistant jawab pesan akan tiba tgl 30 agustus 2025 padahal hari tanggal 31 aguatus 2025 2 tanya pesan lewat chatt muncul notifikasi pesan akan batal tgl 15 bulan ikut masa konsumen tunggu 2 minggu tengah bulan ini dukung ai
positif,amanah dan pengiriman cepat,amanah dan pengiriman cepat, amanah dan pengiriman cepat , amanah pengiriman cepat ,"['amanah', 'pengiriman', 'cepat']",amanah kirim cepat
positif,"cepat,murah,terjamin",cepatmurahterjamin, cepatmurahterjamin , cepatmurahterjamin ,['cepatmurahterjamin'],cepatmurahterjamin
positif,warbiasa lazada,warbiasa lazada, warbiasa lazada , warbiasa lazada ,"['warbiasa', 'lazada']",warbiasa lazada
negatif,Akun lama sekarang jarang banget di kasih gratis ongkir selama berminggu-minggu... beda sama akun baru sering dapat gratis ongkir...,akun lama sekarang jarang banget di kasih gratis ongkir selama bermingguminggu beda sama akun baru sering dapat gratis ongkir, akun lama sekarang jarang banget di kasih gratis ongkir selama bermingguminggu beda sama akun baru sering dapat gratis ongkir , akun lama sekarang jarang banget kasih gratis ongkir selama bermingguminggu beda sama akun sering gratis ongkir ,"['akun', 'lama', 'sekarang', 'jarang', 'banget', 'kasih', 'gratis', 'ongkir', 'selama', 'bermingguminggu', 'beda', 'sama', 'akun', 'sering', 'gratis', 'ongkir']",akun lama sekarang jarang banget kasih gratis ongkir lama bermingguminggu beda sama akun sering gratis ongkir
positif,mantap parianya,mantap parianya, mantap parianya , mantap parianya ,"['mantap', 'parianya']",mantap paria
negatif,bagus sih tapi sayangnya ongkirnya terlalu mahal hingga puluhan ribu dan juga tidak ada pemilihan pengantaran itu saja mohon di perbaiki lagi ya apknya,bagus sih tapi sayangnya ongkirnya terlalu mahal hingga puluhan ribu dan juga tidak ada pemilihan pengantaran itu saja mohon di perbaiki lagi ya apknya, bagus sih tapi sayangnya ongkirnya terlalu mahal hingga puluhan ribu dan juga tidak ada pemilihan pengantaran itu saja mohon di perbaiki lagi ya apknya , bagus sih sayangnya ongkirnya terlalu mahal hingga puluhan ribu juga ada pemilihan pengantaran saja mohon perbaiki ya apknya ,"['bagus', 'sih', 'sayangnya', 'ongkirnya', 'terlalu', 'mahal', 'hingga', 'puluhan', 'ribu', 'juga', 'ada', 'pemilihan', 'pengantaran', 'saja', 'mohon', 'perbaiki', 'ya', 'apknya']",bagus sih sayang ongkirnya terlalu mahal hingga puluh ribu juga ada pilih antar saja mohon baik ya apknya
positif,ok,ok, ok , ,[],
netral,lumayan lah,lumayan lah, lumayan lah , lumayan lah ,"['lumayan', 'lah']",lumayan lah
